gene,pvalue,padj,logFC
LOC105261866,0.859928305,0.995703468,6.28E-08
LOC101901756,0.533787087,0.99569125,-1.90E-06
LOC109612752,0.735352468,0.99569125,-9.03E-07
LOC101887291,0.466778123,0.99569125,3.70E-06
LOC101887578,0.683604573,0.99569125,2.87E-07
LOC101887742,0.914537173,0.99967947,1.90E-07
LOC109612754,0.85984415,0.995703468,-1.55E-07
LOC109612753,0.999738851,0.999973094,-2.79E-08
LOC101888075,0.80438029,0.99569125,2.65E-06
LOC101889012,0.718269819,0.99569125,-1.34E-06
LOC101888592,0.592655865,0.99569125,-6.96E-07
LOC101888427,0.684059143,0.99569125,-1.60E-06
LOC101888255,0.269658045,0.99569125,9.69E-06
LOC101889191,0.782163941,0.99569125,1.11E-06
LOC101889367,0.703638557,0.99569125,-7.59E-06
LOC101890200,0.712788802,0.99569125,-1.45E-06
LOC101890374,0.544876262,0.99569125,6.02E-07
LOC101890544,0.884366729,0.997763859,-1.53E-07
LOC101890890,0.729758108,0.99569125,-2.15E-07
LOC101889540,0.053116912,0.99569125,6.40E-06
LOC101889705,0.780443489,0.99569125,-7.32E-07
LOC101889878,0.381985781,0.99569125,2.14E-05
LOC101890042,0.650774643,0.99569125,-1.88E-06
LOC101891062,0.524198501,0.99569125,-8.66E-07
LOC101891235,0.581312397,0.99569125,1.38E-06
LOC101891409,0.178582925,0.99569125,3.04E-06
LOC101891589,0.061664877,0.99569125,-9.09E-06
LOC101893370,0.612375345,0.99569125,-5.49E-07
LOC101891934,0.784457349,0.99569125,4.33E-06
LOC101892221,0.383465919,0.99569125,5.23E-06
LOC101892391,0.825994346,0.99569125,-5.13E-07
LOC101892564,0.294761617,0.99569125,3.78E-06
LOC101892731,0.667176243,0.99569125,-2.45E-06
LOC101892909,0.527258283,0.99569125,2.95E-06
LOC101893209,0.892112414,0.99850759,2.62E-07
LOC101893537,0.896546451,0.99850759,-8.27E-07
LOC101894042,0.33376775,0.99569125,-5.05E-06
LOC101894335,0.368178024,0.99569125,1.77E-06
LOC101896462,0.823431932,0.99569125,-4.00E-07
LOC101896643,0.52933825,0.99569125,4.93E-07
LOC105261867,0.135626681,0.99569125,2.93E-06
LOC101897684,NA,NA,-5.90E-08
LOC101897512,0.491778063,0.99569125,4.14E-06
LOC101897856,0.921225732,0.999855404,2.39E-06
LOC101898022,0.882075913,0.997763859,-1.73E-07
LOC109612777,0.50266681,0.99569125,1.80E-07
LOC101899236,0.30252426,0.99569125,-3.21E-06
LOC101898369,0.23269063,0.99569125,7.56E-06
LOC101898545,0.766417541,0.99569125,-4.91E-07
LOC101899418,0.606874255,0.99569125,1.79E-06
LOC101898718,0.362058137,0.99569125,-1.33E-05
LOC101898883,0.564780554,0.99569125,9.10E-06
LOC101888076,0.893944077,0.99850759,2.86E-07
LOC101888256,0.101748254,0.99569125,-2.32E-06
LOC101888428,0.644664612,0.99569125,1.36E-06
LOC101889815,0.059698619,0.99569125,-3.89E-06
LOC101888593,0.843702198,0.99569125,-1.84E-07
LOC101890149,0.814826185,0.99569125,2.12E-05
LOC101890662,0.811804182,0.99569125,9.86E-07
LOC101890492,0.7583589,0.99569125,4.20E-07
LOC101891994,0.176180549,0.99569125,1.77E-05
LOC101892167,0.624733789,0.99569125,1.11E-06
LOC105261868,0.367127476,0.99569125,-5.64E-07
LOC101890945,0.131312882,0.99569125,2.47E-06
LOC101891119,0.074937758,0.99569125,3.70E-06
LOC101892335,0.113034988,0.99569125,1.64E-06
LOC101891291,0.388853869,0.99569125,8.34E-06
LOC101891590,0.752597467,0.99569125,1.50E-05
LOC101892502,0.052249215,0.99569125,-5.02E-06
LOC101892678,0.933905941,0.999855404,6.09E-07
LOC101892856,0.269215535,0.99569125,-3.61E-06
LOC105261871,0.283636199,0.99569125,-4.66E-07
LOC101893147,0.283711403,0.99569125,3.89E-06
LOC101893314,0.751346981,0.99569125,-6.69E-08
LOC109612782,0.165874697,0.99569125,-5.97E-07
LOC101893649,0.294087212,0.99569125,-3.04E-06
LOC101893814,0.303895008,0.99569125,-5.59E-06
LOC101894165,0.548955011,0.99569125,-5.01E-07
LOC101894336,0.406114563,0.99569125,-2.16E-06
LOC101894817,0.522263377,0.99569125,1.20E-07
LOC101894500,0.420898455,0.99569125,3.17E-06
LOC101894982,0.473787896,0.99569125,-1.52E-06
LOC105261875,0.508621018,0.99569125,-7.52E-07
LOC101894660,0.711976602,0.99569125,2.39E-06
LOC101895145,0.964869081,0.999855404,-1.51E-07
LOC101895316,0.981681525,0.999973094,-4.27E-08
LOC101895607,0.942038264,0.999855404,-2.26E-07
LOC101895781,0.838690785,0.99569125,1.24E-06
LOC101896292,0.470275993,0.99569125,-5.89E-06
LOC101896463,0.26675938,0.99569125,-1.88E-07
LOC101897513,0.454860281,0.99569125,4.94E-06
LOC101896644,0.909727386,0.999512646,6.21E-07
LOC101896824,0.055011418,0.99569125,-1.34E-05
LOC101897347,0.31932719,0.99569125,-4.47E-06
LOC101897857,0.439412076,0.99569125,2.36E-06
LOC101898023,0.143217821,0.99569125,3.11E-06
LOC101898884,0.512675653,0.99569125,-3.81E-06
LOC101899065,0.820576584,0.99569125,-1.68E-07
LOC101899237,0.576095188,0.99569125,-1.35E-06
LOC101900092,0.37793465,0.99569125,2.29E-06
LOC101900268,0.725291687,0.99569125,2.45E-06
LOC101899588,0.627598566,0.99569125,-1.84E-06
LOC101899419,0.254529308,0.99569125,4.83E-06
LOC101899749,0.419933759,0.99569125,2.75E-06
LOC101899922,0.127710707,0.99569125,-6.08E-06
LOC101900675,0.317601553,0.99569125,-2.59E-06
LOC101900852,0.53520926,0.99569125,-5.66E-06
LOC101901024,0.17648295,0.99569125,-4.65E-06
LOC101901314,0.089164252,0.99569125,-3.62E-06
LOC101901589,0.459468082,0.99569125,-4.12E-06
LOC101901757,0.92247806,0.999855404,4.39E-07
LOC101887744,0.102741531,0.99569125,-3.99E-06
LOC101887580,0.424764541,0.99569125,8.20E-06
LOC101887292,0.710019785,0.99569125,-8.56E-07
LOC101887907,0.508930549,0.99569125,3.61E-06
LOC101889127,0.197995773,0.99569125,-2.12E-06
LOC101889306,0.315155787,0.99569125,-1.37E-05
LOC101888363,0.31011656,0.99569125,9.96E-06
LOC101889481,0.622548897,0.99569125,6.33E-07
LOC101888947,0.140043887,0.99569125,2.14E-06
LOC101888770,0.390604126,0.99569125,-6.33E-06
LOC101889643,0.896236735,0.99850759,-1.68E-06
LOC101889816,0.76349309,0.99569125,-5.16E-07
LOC101890493,0.850266417,0.99569125,-1.72E-07
LOC101891354,0.752141901,0.99569125,5.21E-06
LOC101891762,0.798088681,0.99569125,-2.94E-06
LOC101891935,0.577744225,0.99569125,2.89E-06
LOC101892279,0.528022534,0.99569125,-7.51E-06
LOC101892109,0.540181241,0.99569125,2.55E-06
LOC101892448,0.813132426,0.99569125,-4.71E-07
LOC101892623,0.229215713,0.99569125,2.89E-05
LOC101893484,0.324290389,0.99569125,4.76E-07
LOC101893815,0.65322574,0.99569125,-9.14E-07
LOC101893990,0.210498419,0.99569125,3.24E-06
LOC101894166,0.333714979,0.99569125,5.38E-09
LOC101894711,0.427332074,0.99569125,-2.34E-06
LOC101895668,0.722902722,0.99569125,-4.66E-07
LOC101894983,0.86915358,0.997275656,1.29E-06
LOC101895317,0.584659616,0.99569125,-5.64E-07
LOC101895486,0.855871538,0.99569125,0.000520526
LOC101895843,0.77664276,0.99569125,-6.51E-07
LOC101896017,0.854262114,0.99569125,-1.76E-07
LOC101896177,0.629941525,0.99569125,5.05E-06
LOC101896464,0.45677221,0.99569125,-4.48E-06
LOC101896645,0.673680077,0.99569125,-2.04E-06
LOC101897413,0.653182748,0.99569125,-8.89E-07
LOC109612796,0.871474887,0.997525022,-4.07E-07
LOC101897055,0.170667109,0.99569125,-4.98E-06
LOC101897233,0.902186909,0.99850759,9.55E-07
LOC101897755,0.066431054,0.99569125,-6.80E-06
LOC101898087,0.993068158,0.999973094,3.25E-08
LOC101900432,0.1863133,0.99569125,5.77E-06
LOC101898786,0.35736221,0.99569125,4.66E-06
LOC101900608,0.699606343,0.99569125,-3.59E-07
LOC101899238,0.73533747,0.99569125,-1.34E-06
LOC101898955,0.771207832,0.99569125,7.92E-07
LOC101900793,0.704570366,0.99569125,-8.48E-07
LOC101899420,NA,NA,-4.65E-07
LOC101899589,0.72272473,0.99569125,-2.42E-07
LOC101899750,0.92596515,0.999855404,-3.07E-05
LOC101899923,0.827530445,0.99569125,-3.96E-07
LOC101900093,0.953321598,0.999855404,8.13E-08
LOC101900269,0.918954978,0.999855404,-1.58E-07
LOC101888948,0.186549081,0.99569125,2.18E-06
LOC101887510,0.868139067,0.997275656,1.92E-06
LOC101887681,0.66108025,0.99569125,-1.09E-06
LOC101887967,0.28870425,0.99569125,7.19E-06
LOC101888137,0.294953114,0.99569125,3.58E-06
LOC101888312,0.431555498,0.99569125,-2.14E-06
LOC101888594,0.765866022,0.99569125,1.64E-06
LOC101889128,0.563092897,0.99569125,1.01E-06
LOC101889307,0.973668516,0.999973094,1.22E-07
LOC101888771,0.43816295,0.99569125,4.76E-06
LOC101890838,0.266257231,0.99569125,2.14E-06
LOC101889988,0.001120118,0.502684226,-7.27E-06
LOC101890151,0.000151953,0.184121246,-1.48070954
LOC101890494,0.812000654,0.99569125,9.26E-08
LOC101890664,0.004494285,0.836813999,-1.47E-06
LOC105261884,0.053891156,0.99569125,-2.07E-06
LOC105261885,0.571005193,0.99569125,-8.12E-07
LOC101891995,0.949138379,0.999855404,-9.64E-08
LOC101892168,0.807074425,0.99569125,-1.53E-07
LOC101892503,0.284560542,0.99569125,-5.45E-06
LOC101892679,0.108232193,0.99569125,7.13E-06
LOC101892971,0.264414781,0.99569125,1.39E-06
LOC101893371,0.471622647,0.99569125,1.15E-06
LOC101893869,0.44016189,0.99569125,2.87E-06
LOC101894043,0.697961649,0.99569125,-3.39E-07
LOC101894818,0.43969183,0.99569125,1.22E-06
LOC101894661,0.782889373,0.99569125,6.09E-07
LOC101894387,0.327326016,0.99569125,9.71E-06
LOC101896996,0.194561953,0.99569125,-6.62E-06
LOC101894984,0.45223989,0.99569125,-1.75E-06
LOC101895146,0.802442558,0.99569125,-1.17E-06
LOC101895318,0.876639346,0.997757351,6.10E-07
LOC101895669,0.461870764,0.99569125,-1.15E-06
LOC101895487,0.681586714,0.99569125,-3.53E-06
LOC101895844,0.386101038,0.99569125,-2.70E-06
LOC101896018,0.803232678,0.99569125,-1.44E-06
LOC101896178,0.530665185,0.99569125,-1.84E-06
LOC101897171,0.492828836,0.99569125,-1.56E-06
LOC101896465,0.47210671,0.99569125,-1.42E-06
LOC101896646,0.797218227,0.99569125,-5.06E-07
LOC101896825,0.717361029,0.99569125,2.12E-06
LOC101897468,0.498586711,0.99569125,-3.84E-06
LOC101897973,0.422800374,0.99569125,-2.44E-06
LOC101898146,0.028293382,0.99569125,-3.01E-06
LOC101898320,0.933060551,0.999855404,-3.88E-07
LOC101897637,0.522131359,0.99569125,3.98E-06
LOC101898956,0.619497674,0.99569125,1.26E-06
LOC101898497,0.513755792,0.99569125,8.78E-06
LOC101898666,0.81425467,0.99569125,-2.29E-06
LOC101899132,0.69231579,0.99569125,-5.67E-07
LOC101899868,0.28199592,0.99569125,3.72E-06
LOC101900036,0.617060353,0.99569125,-6.45E-07
LOC101900208,0.725142473,0.99569125,-3.66E-07
LOC101899305,0.102236077,0.99569125,-9.51E-06
LOC101900385,0.487734606,0.99569125,-1.89E-06
LOC101899694,0.489121149,0.99569125,-2.12E-06
LOC105261892,0.518069598,0.99569125,7.87E-07
LOC101900558,0.377404721,0.99569125,-1.93E-06
LOC101900735,0.913930395,0.99967947,7.64E-06
LOC101900913,0.182667413,0.99569125,-8.74E-06
LOC101901093,0.547758981,0.99569125,4.64E-06
LOC101901425,0.303866529,0.99569125,-2.28E-06
LOC105261891,0.159737917,0.99569125,-1.23E-06
LOC101901590,0.257541393,0.99569125,-1.15E-06
LOC101901758,0.481379435,0.99569125,-4.57E-07
LOC101887293,0.032630113,0.99569125,5.53E-06
LOC101887637,0.073873857,0.99569125,-2.21E-06
LOC101888138,0.198833251,0.99569125,-2.22E-06
LOC109612809,0.452259906,0.99569125,-6.30E-07
LOC101888313,0.808798762,0.99569125,3.46E-07
LOC101888487,0.208595957,0.99569125,-4.78E-06
LOC101888658,0.500122374,0.99569125,-1.71E-06
LOC101888834,0.503342669,0.99569125,-1.23E-06
LOC101889013,0.269242085,0.99569125,1.46E-06
LOC101889989,0.552356525,0.99569125,5.00E-07
LOC101890152,0.156247617,0.99569125,-1.21E-06
LOC101889818,0.708508955,0.99569125,-2.27E-06
LOC101890665,0.292489455,0.99569125,2.15E-06
LOC101891707,0.577711474,0.99569125,1.65E-06
LOC101891875,0.040395428,0.99569125,5.03E-06
LOC101890839,0.245160336,0.99569125,3.84E-06
LOC101892049,0.839805143,0.99569125,5.05E-07
LOC101891013,0.562070402,0.99569125,3.02E-06
LOC101891187,0.325116109,0.99569125,9.28E-06
LOC101891356,0.509538136,0.99569125,-7.06E-06
LOC101892222,0.673893301,0.99569125,-2.89E-07
LOC101891533,0.840592002,0.99569125,3.81E-06
LOC101892392,0.644804491,0.99569125,5.21E-07
LOC101893425,0.915596221,0.999855404,-1.83E-07
LOC101892565,0.404828676,0.99569125,-2.05E-06
LOC101892732,0.673695554,0.99569125,2.32E-06
LOC101892910,0.696050318,0.99569125,2.67E-06
LOC101894435,0.161380053,0.99569125,2.13E-05
LOC101895670,0.038272856,0.99569125,-1.50E-06
LOC101894597,0.881460144,0.997763859,5.98E-07
LOC101894759,0.852485806,0.99569125,6.99E-06
LOC101895488,0.294016329,0.99569125,-1.07E-06
LOC101896019,0.942267098,0.999855404,6.63E-08
LOC101897583,0.279023416,0.99569125,2.26E-06
LOC101897756,0.523073335,0.99569125,6.50E-07
LOC101897919,0.442076987,0.99569125,1.28E-06
LOC101899421,0.476820904,0.99569125,-5.39E-07
LOC101898088,0.658298249,0.99569125,-4.62E-06
LOC101898371,0.31327309,0.99569125,-6.30E-07
LOC101898547,0.29069295,0.99569125,-9.06E-06
LOC101898720,0.41439752,0.99569125,4.37E-06
LOC101898885,0.695162646,0.99569125,2.89E-07
LOC101899590,0.624994604,0.99569125,-1.15E-06
LOC101899751,0.852902993,0.99569125,-3.59E-07
LOC101899924,0.704954272,0.99569125,-1.59E-06
LOC101899239,0.991514934,0.999973094,1.92E-07
LOC109612830,0.486402692,0.99569125,1.67E-05
LOC101899066,0.394868835,0.99569125,1.28E-05
LOC101900094,0.931333401,0.999855404,8.49E-07
LOC101900794,0.557905425,0.99569125,5.62E-07
LOC101901146,0.485817209,0.99569125,-7.16E-05
LOC101901316,0.445164879,0.99569125,2.90E-06
LOC101901475,0.971535762,0.999973094,1.17E-05
LOC101888077,0.703748937,0.99569125,-4.55E-06
LOC101887908,0.152661264,0.99569125,-1.72E-06
LOC101888429,0.649093472,0.99569125,6.56E-07
LOC109612838,0.61639232,0.99569125,4.78E-07
LOC101887342,0.306016415,0.99569125,6.03E-06
LOC101887745,0.199864708,0.99569125,2.29E-06
LOC101888710,0.597047217,0.99569125,-0.000122397
LOC101888889,0.515709503,0.99569125,-2.47E-06
LOC101889927,0.7295465,0.99569125,-4.54E-07
LOC101889070,0.556600158,0.99569125,2.64E-06
LOC101889244,0.671515234,0.99569125,-2.64E-06
LOC101889417,0.592804437,0.99569125,2.22E-06
LOC101890092,0.622013234,0.99569125,3.46E-06
LOC101890433,0.407584978,0.99569125,1.29E-06
LOC101890772,0.448892586,0.99569125,-1.57E-06
LOC109612839,0.673214624,0.99569125,1.64E-06
LOC101889586,0.689357192,0.99569125,1.47E-06
LOC101890946,0.404285557,0.99569125,-1.91E-06
LOC101891120,NA,NA,-7.14E-07
LOC101891821,NA,NA,-4.91E-07
LOC101891996,0.523403352,0.99569125,1.01E-05
LOC101894388,0.253854114,0.99569125,1.74E-06
LOC101894553,0.56697897,0.99569125,4.68E-06
LOC101894923,0.966342002,0.999855404,6.34E-07
LOC109612843,0.760736866,0.99569125,4.10E-07
LOC105261897,0.377600789,0.99569125,-5.53E-07
LOC101895908,0.242782838,0.99569125,-9.20E-07
LOC101896074,0.767994423,0.99569125,-1.73E-07
LOC101895377,0.624868723,0.99569125,-3.20E-07
LOC101896766,0.652857496,0.99569125,1.47E-06
LOC101896936,0.724748772,0.99569125,1.33E-06
LOC101897112,0.086713559,0.99569125,5.48E-06
LOC101900500,0.776548035,0.99569125,-6.24E-07
LOC101897469,0.635871711,0.99569125,-1.59E-06
LOC101897638,0.373930158,0.99569125,-3.69E-06
LOC101898266,0.439279976,0.99569125,-3.85E-07
LOC101900676,0.620707488,0.99569125,8.45E-06
LOC101898438,0.597919243,0.99569125,-2.09E-06
LOC101900853,0.716648879,0.99569125,-6.72E-07
LOC101901025,0.434923596,0.99569125,-6.90E-07
LOC101901198,0.769584736,0.99569125,0.000101795
LOC101901365,0.308093489,0.99569125,-1.39E-06
LOC101898787,0.599872427,0.99569125,-3.81E-07
LOC101901699,0.239587583,0.99569125,5.42E-06
LOC101887682,0.157284241,0.99569125,1.12E-05
LOC101887848,0.101396416,0.99569125,7.52E-06
LOC101888532,0.604815778,0.99569125,-2.96E-07
LOC101888711,0.534802182,0.99569125,-7.21E-07
LOC101888364,0.395104834,0.99569125,3.77E-06
LOC101888890,0.062338256,0.99569125,-1.86E-06
LOC101889071,0.262001943,0.99569125,1.01E-06
LOC101889245,0.736731486,0.99569125,-6.52E-06
LOC105261898,0.906591786,0.998742855,3.53E-07
LOC101891236,0.259089903,0.99569125,-1.08E-06
LOC101891410,0.770692772,0.99569125,-1.19E-06
LOC101890257,0.841387467,0.99569125,1.04E-06
LOC101891763,0.840468239,0.99569125,2.80E-07
LOC101890434,0.701543988,0.99569125,-9.23E-07
LOC101891591,0.812077815,0.99569125,-1.03E-06
LOC101890602,0.645340594,0.99569125,-8.32E-07
LOC101890773,0.053417807,0.99569125,-4.64E-06
LOC101891063,0.745792954,0.99569125,-9.04E-07
LOC101891936,0.41139407,0.99569125,-8.13E-07
LOC101892110,0.623558123,0.99569125,-6.38E-08
LOC101892280,0.454872277,0.99569125,2.22E-06
LOC101892624,0.245349344,0.99569125,-2.28E-06
LOC101892798,0.888120515,0.997763859,2.49E-06
LOC101892972,0.26380447,0.99569125,-1.29E-06
LOC101893149,0.346434695,0.99569125,5.51E-06
LOC101893426,0.32338594,0.99569125,6.62E-06
LOC101893759,0.492532118,0.99569125,-1.40E-06
LOC101893928,0.469560983,0.99569125,2.18E-05
LOC101893592,0.685703129,0.99569125,3.15E-06
LOC101894271,0.275537435,0.99569125,2.59E-06
LOC101894712,0.088332873,0.99569125,-9.77E-06
LOC101894554,0.961629604,0.999855404,-1.14E-07
LOC101895147,0.234556922,0.99569125,2.20E-05
LOC101895319,0.937226867,0.999855404,-4.03E-08
LOC101894872,0.932459518,0.999855404,2.07E-07
LOC105261902,0.066328985,0.99569125,6.17E-07
LOC101895957,0.666801152,0.99569125,-4.61E-07
LOC101895489,0.645230002,0.99569125,2.81E-06
LOC101896293,0.809233789,0.99569125,-8.50E-06
LOC101895782,0.615525633,0.99569125,-1.96E-06
LOC101897172,0.668617437,0.99569125,-5.73E-07
LOC101896647,0.413285043,0.99569125,3.72E-06
LOC101896826,0.145383253,0.99569125,1.25E-05
LOC101896997,0.252330113,0.99569125,-2.39E-06
LOC101898721,0.915735705,0.999855404,5.65E-07
LOC101899067,0.31930356,0.99569125,-2.28E-07
LOC101900037,0.821419354,0.99569125,7.68E-07
LOC101899240,0.743848343,0.99569125,-9.42E-06
LOC101899538,0.536951292,0.99569125,8.22E-06
LOC101899695,0.78599355,0.99569125,6.29E-05
LOC101899869,0.930690463,0.999855404,8.32E-08
LOC101900209,0.929745664,0.999855404,5.05E-08
LOC101900386,0.310641555,0.99569125,-6.10E-06
LOC101900559,0.591483131,0.99569125,1.87E-06
LOC101900736,0.163041127,0.99569125,3.33E-05
LOC101901026,0.263914913,0.99569125,2.53E-05
LOC101888949,0.0302066,0.99569125,0.000309941
LOC101901366,0.54363284,0.99569125,5.49E-06
LOC101901199,0.413786884,0.99569125,2.16E-05
LOC101901639,0.817967701,0.99569125,-2.02E-05
LOC101889129,0.599475043,0.99569125,-1.36E-06
LOC101901804,0.690093195,0.99569125,-1.98E-06
LOC101887511,0.643543251,0.99569125,-1.78E-06
LOC101887343,0.873254327,0.99769391,-4.92E-06
LOC101889308,0.878744673,0.997763859,5.86E-08
LOC101887683,0.061758317,0.99569125,1.25E-05
LOC101887849,0.478406292,0.99569125,-5.15E-06
LOC101888139,0.432090931,0.99569125,-1.41E-06
LOC101888430,0.455969636,0.99569125,-2.77E-06
LOC101888596,0.970600593,0.999973094,-2.00E-07
LOC101889990,0.876151195,0.997757351,2.03E-06
LOC101889819,0.406910156,0.99569125,3.20E-06
LOC101890325,0.054446203,0.99569125,1.87E-05
LOC101890496,0.676727112,0.99569125,5.31E-06
LOC101890840,0.70406917,0.99569125,-3.21E-07
LOC101890666,0.602754081,0.99569125,-1.73E-06
LOC101891014,0.804580323,0.99569125,-2.39E-07
LOC101891188,0.765374518,0.99569125,-9.05E-07
LOC101891357,0.508890804,0.99569125,-8.92E-07
LOC101891534,0.314326508,0.99569125,1.82E-06
LOC101891876,0.341462131,0.99569125,2.52E-06
LOC101892050,0.648110757,0.99569125,-1.10E-06
LOC101892223,0.343232627,0.99569125,-1.26E-06
LOC101892393,0.321019997,0.99569125,1.89E-06
LOC101892566,0.823302332,0.99569125,-8.38E-07
LOC109612865,0.760933601,0.99569125,-6.31E-07
LOC101892733,0.463573118,0.99569125,4.67E-06
LOC101892911,0.528198187,0.99569125,3.53E-06
LOC101893083,0.527750089,0.99569125,3.38E-06
LOC101893485,0.127529202,0.99569125,7.34E-05
LOC101893871,0.365480573,0.99569125,3.71E-06
LOC101894045,0.619648184,0.99569125,3.84E-06
LOC101894218,0.966740778,0.999855404,-3.96E-05
LOC101895555,0.848082975,0.99569125,0.000102264
LOC101895036,0.246142242,0.99569125,3.35E-06
LOC101895206,0.779533567,0.99569125,-1.59E-06
LOC101895378,0.585234392,0.99569125,2.06E-06
LOC101895731,0.857255959,0.99569125,2.09E-07
LOC101895909,0.949550684,0.999855404,2.69E-07
LOC101896075,0.475961647,0.99569125,3.37E-06
LOC101897173,0.874812423,0.997757351,-1.30E-06
LOC101896231,0.713857025,0.99569125,-9.61E-07
LOC101896402,0.118196633,0.99569125,-5.96E-06
LOC101897349,0.357302806,0.99569125,1.94E-06
LOC101896998,0.311974316,0.99569125,3.78E-06
LOC101898667,0.48458147,0.99569125,-2.41E-05
LOC101897814,0.447682668,0.99569125,-4.16E-06
LOC109612868,0.753597331,0.99569125,2.96E-07
LOC109612869,0.984782589,0.999973094,-1.10E-08
LOC101899364,0.746725892,0.99569125,1.86E-06
LOC101899696,0.454902188,0.99569125,-2.03E-06
LOC101899539,0.629567361,0.99569125,-8.41E-06
LOC101899870,0.03511222,0.99569125,5.93E-06
LOC101900038,0.009816263,0.985275143,5.84E-06
LOC101900210,0.087643993,0.99569125,-8.55E-06
LOC101900387,0.839501328,0.99569125,-5.51E-07
LOC105261909,0.759046823,0.99569125,-4.48E-08
LOC101901476,0.359186541,0.99569125,-5.44E-06
LOC101901640,0.712887845,0.99569125,-2.02E-06
LOC101900677,0.913170665,0.99967947,1.93E-07
LOC101900854,0.674316437,0.99569125,4.49E-06
LOC101901027,0.46880253,0.99569125,-2.11E-06
LOC101901317,0.853538677,0.99569125,3.19E-06
LOC101887344,0.528027448,0.99569125,-1.99E-06
LOC101887512,0.591303078,0.99569125,-1.83E-06
LOC101887803,0.635637043,0.99569125,0.000198435
LOC101888078,0.761781981,0.99569125,1.30E-06
LOC101889419,0.111980189,0.99569125,-1.02E-06
LOC101889587,0.994349158,0.999973094,-6.77E-08
LOC101888597,0.20335181,0.99569125,-4.12E-06
LOC101889757,0.096677564,0.99569125,-1.72E-06
LOC101888258,0.929777376,0.999855404,2.96E-07
LOC101888431,0.637591952,0.99569125,2.37E-06
LOC101888950,0.89099831,0.998349638,9.17E-07
LOC101889130,0.305919863,0.99569125,4.13E-06
LOC101890093,0.088760021,0.99569125,3.31E-06
LOC101890258,0.642341548,0.99569125,1.02E-06
LOC101890435,0.43820319,0.99569125,3.02E-06
LOC101890603,0.520176273,0.99569125,-9.47E-07
LOC101890774,0.73916056,0.99569125,-2.32E-07
LOC109612876,0.61307545,0.99569125,1.66E-06
LOC101891293,0.892584328,0.99850759,1.16E-07
LOC101891471,0.779839884,0.99569125,-6.67E-07
LOC101896352,0.903436272,0.99850759,4.64E-06
LOC101894555,0.367527607,0.99569125,-3.39E-06
LOC101894819,0.891786034,0.998500404,2.63E-07
LOC101894985,0.706831407,0.99569125,4.51E-06
LOC101895148,0.506538877,0.99569125,-2.28E-06
LOC101896711,0.422487871,0.99569125,-5.02E-07
LOC101896885,0.517252992,0.99569125,-7.20E-07
LOC101895320,0.724256476,0.99569125,1.79E-06
LOC101895490,0.066003455,0.99569125,1.21E-05
LOC101895783,0.751844326,0.99569125,-1.32E-05
LOC101895958,0.292500312,0.99569125,5.09E-06
LOC101897056,0.204118741,0.99569125,-0.00021021
LOC101887746,0.162950918,0.99569125,-2.08E-06
LOC101897234,0.160488019,0.99569125,-3.30E-06
LOC101897516,0.477705584,0.99569125,-1.79E-06
LOC101897687,0.147743459,0.99569125,-8.79E-05
LOC101897859,0.644531814,0.99569125,4.39E-06
LOC101898147,0.824039131,0.99569125,-1.88E-06
LOC101887909,0.931996331,0.999855404,-3.15E-06
LOC101898322,0.164792163,0.99569125,-2.62E-06
LOC101888079,0.441685634,0.99569125,-4.63E-07
LOC101898668,0.56401465,0.99569125,-8.49E-07
LOC101898833,0.029080438,0.99569125,-8.31E-06
LOC101888259,0.980830781,0.999973094,-2.60E-08
LOC101899015,0.464028891,0.99569125,-2.34E-07
LOC101899186,0.244211883,0.99569125,4.33E-06
LOC101888774,0.278303104,0.99569125,-2.13E-06
LOC101889131,0.395582498,0.99569125,5.60E-08
LOC101899365,0.513776003,0.99569125,-3.03E-06
LOC101889309,0.877772346,0.997757351,2.60E-06
LOC101899540,0.654075127,0.99569125,-1.70E-06
LOC101899809,0.638779936,0.99569125,-1.29E-06
LOC101900095,0.725692425,0.99569125,-1.12E-06
LOC101900388,0.35891143,0.99569125,-2.87E-06
LOC101900560,0.70409721,0.99569125,-1.29E-06
LOC101900737,0.277229284,0.99569125,5.38E-06
LOC101889485,0.750539338,0.99569125,-6.03E-07
LOC101901200,0.131472384,0.99569125,9.22E-06
LOC101901477,0.251901951,0.99569125,-3.39E-06
LOC101889646,0.027165988,0.99569125,5.13E-06
LOC101887233,0.495426827,0.99569125,-6.96E-07
LOC101887404,0.873282022,0.99769391,1.89E-07
LOC101890775,0.003843103,0.789269149,-1.89E-06
LOC101889820,0.152798116,0.99569125,-3.35E-06
LOC101890094,0.777945349,0.99569125,-1.73E-07
LOC101890259,0.827742365,0.99569125,-1.27E-07
LOC101894986,0.951685,0.999855404,-3.63E-06
LOC101895149,0.770954902,0.99569125,-2.32E-07
LOC101892505,0.434930057,0.99569125,2.36E-06
LOC101892799,0.482077829,0.99569125,1.47E-06
LOC101893260,0.314166055,0.99569125,-5.01E-06
LOC101893084,0.697185349,0.99569125,-4.76E-07
LOC101893427,0.964498567,0.999855404,3.33E-07
LOC101893760,0.051736228,0.99569125,-2.53E-06
LOC101893593,0.333346627,0.99569125,-2.58E-06
LOC101893929,0.605687817,0.99569125,3.94E-06
LOC101894102,0.284390448,0.99569125,1.27E-05
LOC101895491,0.775611246,0.99569125,6.43E-07
LOC101894272,0.917887316,0.999855404,1.31E-06
LOC101894436,0.40992394,0.99569125,-1.25E-05
