gene,pvalue,padj,logFC
LOC101896742,0.607730698,0.99569125,2.00E-06
LOC101901401,0.773329597,0.99569125,2.43E-07
LOC101901565,0.355656604,0.99569125,-5.52E-07
LOC101887268,0.389067032,0.99569125,-5.80E-07
LOC101897088,0.417615125,0.99569125,-4.35E-06
LOC101896914,0.633936117,0.99569125,1.78E-07
LOC101897272,0.701289771,0.99569125,1.74E-06
LOC101897446,0.495439803,0.99569125,6.93E-07
LOC101897614,0.255141477,0.99569125,-2.71E-06
LOC101897954,0.657707999,0.99569125,9.01E-07
LOC105261506,0.944516889,0.999855404,4.48E-07
LOC101898121,0.55758527,0.99569125,1.80E-06
LOC101887941,0.390561094,0.99569125,-1.28E-06
LOC101898768,0.133088316,0.99569125,5.06E-06
LOC101898936,0.98929598,0.999973094,1.22E-07
LOC101899111,0.649323984,0.99569125,1.88E-07
LOC101899283,0.542379996,0.99569125,2.66E-06
LOC101899671,0.411700842,0.99569125,-4.15E-06
LOC101888112,0.396140404,0.99569125,-3.67E-06
LOC101899846,0.762921839,0.99569125,7.66E-08
LOC101900013,0.872667311,0.99769391,1.26E-06
LOC101900187,0.768021135,0.99569125,2.17E-06
LOC101888290,0.506828213,0.99569125,-2.30E-06
LOC101888463,0.814212902,0.99569125,5.70E-07
LOC101900474,0.636370707,0.99569125,1.37E-05
LOC101900649,0.789635723,0.99569125,1.00E-06
LOC101888632,0.678790989,0.99569125,3.68E-07
LOC101890642,0.960004125,0.999855404,-2.00E-06
LOC101890817,0.188211409,0.99569125,-7.55E-06
LOC101893407,0.963311768,0.999855404,1.88E-08
LOC101891514,0.482787851,0.99569125,-1.32E-06
LOC101893572,0.679490966,0.99569125,-2.17E-07
LOC101893741,0.911157259,0.999668013,-4.76E-07
LOC101893909,0.915684238,0.999855404,-3.46E-06
LOC101894081,0.34495196,0.99569125,2.85E-06
LOC101894251,0.149167287,0.99569125,-1.32E-05
LOC101896158,0.816050417,0.99569125,-8.60E-08
LOC101896330,0.657905175,0.99569125,-2.48E-07
LOC101894741,0.857942653,0.99569125,-1.24E-05
LOC101895018,0.97039651,0.999973094,2.58E-05
LOC101896507,0.427925714,0.99569125,-3.63E-06
LOC101895594,0.965685965,0.999855404,3.54E-06
LOC101895415,0.908717912,0.999305601,-1.29E-07
LOC101895999,0.884073274,0.997763859,9.70E-07
LOC101896689,0.546421061,0.99569125,9.10E-07
LOC101896868,0.877960684,0.997757351,-2.89E-07
LOC101891625,0.173942364,0.99569125,-3.10E-06
LOC101897673,0.346413907,0.99569125,-2.30E-06
LOC105261509,0.739438765,0.99569125,3.48E-07
LOC101897845,0.283113454,0.99569125,3.50E-06
LOC101898008,0.531488938,0.99569125,-9.77E-06
LOC101898180,0.760111093,0.99569125,-1.68E-06
LOC101898353,0.493075206,0.99569125,-7.05E-07
LOC101898531,0.96859924,0.999855404,1.03E-07
LOC101891794,0.347466026,0.99569125,-1.20E-06
LOC101898990,0.473279626,0.99569125,2.66E-06
LOC101898704,0.579543033,0.99569125,-1.81E-06
LOC101899343,0.189903815,0.99569125,2.27E-05
LOC101899164,0.478454059,0.99569125,3.32E-06
LOC101899621,0.36602673,0.99569125,6.28E-06
LOC101899786,0.489291716,0.99569125,3.75E-05
LOC101891968,0.79636209,0.99569125,4.61E-07
LOC101899960,0.179054221,0.99569125,-4.81E-06
LOC101900251,0.27403386,0.99569125,-2.64E-06
LOC101900888,0.64860244,0.99569125,6.48E-07
LOC101901239,0.655014967,0.99569125,-6.94E-06
LOC101901402,0.166842957,0.99569125,-3.05E-06
LOC101892141,0.678736814,0.99569125,-2.13E-06
LOC101892309,0.217776321,0.99569125,-3.31E-06
LOC101892479,0.453421365,0.99569125,-6.66E-07
LOC101901566,0.567800047,0.99569125,4.47E-07
LOC101892834,0.968855078,0.999855404,-2.61E-08
LOC101887496,0.776385075,0.99569125,1.59E-05
LOC101887329,0.958436774,0.999855404,1.57E-07
LOC101887669,0.806122778,0.99569125,-1.98E-07
LOC101893004,0.690330012,0.99569125,-4.26E-06
LOC101888000,0.59359188,0.99569125,2.63E-06
LOC101887837,0.491422397,0.99569125,-2.03E-06
LOC101888464,0.550929522,0.99569125,3.14E-06
LOC101888178,0.237580667,0.99569125,-6.44E-06
LOC101888873,0.313270404,0.99569125,-1.12E-05
LOC105261510,0.87525469,0.997757351,1.78E-05
LOC101889049,0.92990038,0.999855404,-6.73E-05
LOC101889967,0.766302708,0.99569125,-1.22E-06
LOC101889796,0.663261137,0.99569125,-6.73E-07
LOC101890133,0.739157051,0.99569125,2.99E-07
LOC101890301,0.225194237,0.99569125,-1.65E-06
LOC101890583,0.06777974,0.99569125,-3.09E-06
LOC101890754,0.585605505,0.99569125,2.76E-06
LOC101893184,0.282736349,0.99569125,2.43E-06
LOC101891444,0.779367315,0.99569125,1.69E-06
LOC101896112,0.514456695,0.99569125,-0.000495747
LOC101893344,0.435714803,0.99569125,-2.82E-07
LOC101894252,0.554468491,0.99569125,-3.69E-06
LOC101893968,0.116627134,0.99569125,-7.51E-06
LOC101893683,0.902737812,0.99850759,2.25E-07
LOC101893515,0.8584275,0.99569125,6.56E-07
LOC101894802,0.673911342,0.99569125,-4.30E-06
LOC101894417,0.447509657,0.99569125,-3.25E-06
LOC101894968,0.280806377,0.99569125,-3.31E-06
LOC101895127,0.508378139,0.99569125,-8.62E-06
LOC101896273,0.471278872,0.99569125,4.52E-06
LOC101895297,0.780347181,0.99569125,1.50E-06
LOC101895466,0.482015764,0.99569125,1.69E-06
LOC101895768,0.649039199,0.99569125,1.69E-06
LOC101895945,0.811421513,0.99569125,-1.07E-06
LOC101896445,0.204588361,0.99569125,-3.61E-05
LOC101898009,0.457306076,0.99569125,5.80E-07
LOC109611823,0.508563003,0.99569125,2.63E-06
LOC101896625,0.238875667,0.99569125,6.31E-06
LOC101898354,0.610290297,0.99569125,-3.02E-07
LOC101896978,0.983461121,0.999973094,2.20E-05
LOC101897154,0.609513186,0.99569125,2.16E-06
LOC101897334,0.4452431,0.99569125,-3.47E-06
LOC101897501,0.228464485,0.99569125,3.88E-06
LOC101897674,0.041194691,0.99569125,-2.03E-06
LOC101898871,0.989977607,0.999973094,-6.74E-09
LOC101899221,0.207615232,0.99569125,-8.87E-07
LOC101899402,0.339546679,0.99569125,-3.09E-06
LOC101899733,0.572894101,0.99569125,-5.63E-07
LOC101900074,0.2634444,0.99569125,-6.68E-07
LOC101900252,0.995871623,0.999973094,-1.30E-08
LOC101900596,0.451463119,0.99569125,-2.34E-06
LOC101900418,0.498743071,0.99569125,-2.83E-06
LOC101887614,0.618030289,0.99569125,-7.55E-07
LOC105261515,0.987406197,0.999973094,-9.33E-08
LOC101887778,0.497527441,0.99569125,-1.05E-05
LOC101900779,0.996912183,0.999973094,-2.12E-07
LOC101901071,0.817092535,0.99569125,-1.48E-06
LOC101901240,0.292379041,0.99569125,1.70E-06
LOC101901403,0.218825007,0.99569125,-1.12E-06
LOC101901567,0.340319415,0.99569125,4.29E-06
LOC101887437,0.813463895,0.99569125,-8.68E-07
LOC101887269,0.006089686,0.836813999,-1.65E-05
LOC101888291,0.764282202,0.99569125,-1.38E-06
LOC101888465,0.376144979,0.99569125,-1.52E-05
LOC101891445,0.108168649,0.99569125,-3.42E-06
LOC101891626,0.957573659,0.999855404,-7.76E-08
LOC101889679,0.181295476,0.99569125,8.49E-06
LOC101889520,0.103655225,0.99569125,3.76E-06
LOC101890302,0.796386477,0.99569125,1.15E-06
LOC101892142,0.033329573,0.99569125,-3.68E-06
LOC101892310,0.914236976,0.99967947,-2.47E-07
LOC101891273,0.665729889,0.99569125,1.63E-06
LOC101895595,0.896921523,0.99850759,-7.34E-09
LOC101892603,0.107848025,0.99569125,-3.58E-06
LOC101892775,0.848985064,0.99569125,6.17E-07
LOC101893066,0.588890056,0.99569125,-2.15E-06
LOC101895769,0.828253638,0.99569125,-1.07E-06
LOC101895946,0.832184655,0.99569125,3.49E-06
LOC101893345,0.691537534,0.99569125,-9.26E-07
LOC109611831,0.524225868,0.99569125,-3.61E-06
LOC101893794,0.50317693,0.99569125,-2.95E-06
LOC101893631,0.331691235,0.99569125,-2.33E-06
LOC101896113,0.670853196,0.99569125,-5.76E-06
LOC101894082,0.430795848,0.99569125,-1.73E-06
LOC101895416,0.741034518,0.99569125,-5.82E-07
LOC101896274,0.727854352,0.99569125,-3.28E-07
LOC101896446,0.183143542,0.99569125,2.11E-06
LOC101896626,0.954307621,0.999855404,1.54E-07
LOC101896808,0.568722865,0.99569125,7.77E-07
LOC101894905,0.743601887,0.99569125,3.26E-05
LOC101895241,0.535149594,0.99569125,1.41E-06
LOC101897790,0.82374118,0.99569125,-2.05E-07
LOC101896979,0.781543669,0.99569125,-8.32E-06
LOC101897155,0.950188825,0.999855404,2.86E-07
LOC101897447,0.475476704,0.99569125,-4.06E-06
LOC101897615,0.46015814,0.99569125,5.04E-06
LOC101898122,0.177114414,0.99569125,2.17E-06
LOC101899054,0.350015654,0.99569125,1.39E-06
LOC101898300,0.438758251,0.99569125,6.39E-08
LOC101898471,0.545239694,0.99569125,5.01E-07
LOC101899222,0.491896965,0.99569125,-4.54E-07
LOC101899403,0.989458028,0.999973094,-2.20E-08
LOC101898872,0.758760202,0.99569125,8.73E-07
LOC101899734,0.146888291,0.99569125,1.90E-06
LOC109611833,0.721590838,0.99569125,4.45E-07
LOC101900955,0.281910948,0.99569125,-1.83E-06
LOC101900253,0.569298841,0.99569125,8.12E-07
LOC101901133,0.279310328,0.99569125,-4.56E-06
LOC101901298,0.536393718,0.99569125,-1.49E-06
LOC101901456,0.678137107,0.99569125,-5.62E-06
LOC101888578,0.981019947,0.999973094,-1.72E-08
LOC101888754,0.908218328,0.999305601,-1.52E-08
LOC101888932,0.45409674,0.99569125,9.47E-07
LOC101901789,0.453585568,0.99569125,2.25E-06
LOC101901619,0.898133381,0.99850759,-1.82E-07
LOC101887330,0.440951286,0.99569125,-7.89E-06
LOC101887943,0.457710206,0.99569125,-3.48E-06
LOC101889113,0.788514658,0.99569125,-1.69E-06
LOC101889292,0.819420879,0.99569125,-3.05E-06
LOC101889465,0.284556441,0.99569125,-2.90E-06
LOC101894969,0.266743674,0.99569125,-2.83E-07
LOC101895128,0.271624071,0.99569125,-1.16E-06
LOC101890699,0.476310796,0.99569125,5.89E-06
LOC101890413,0.766593837,0.99569125,-2.78E-05
LOC101890239,0.355886709,0.99569125,-2.65E-06
LOC101889968,0.069306021,0.99569125,-6.56E-06
LOC101889797,0.152955163,0.99569125,-4.63E-06
LOC101890873,0.687526278,0.99569125,-1.04E-06
LOC101891044,0.421069599,0.99569125,-5.00E-06
LOC101891446,0.557501708,0.99569125,-3.27E-06
LOC101891627,0.717831833,0.99569125,-7.75E-08
LOC101892143,0.959858032,0.999855404,5.70E-05
LOC101892311,0.294634462,0.99569125,3.03E-06
LOC101892604,0.838333841,0.99569125,-1.18E-06
LOC101892776,0.976782538,0.999973094,9.27E-08
LOC101892950,0.557402918,0.99569125,-7.61E-07
LOC101895298,0.244493801,0.99569125,-5.95E-06
LOC101893408,0.896321293,0.99850759,3.31E-07
LOC101893242,0.72490417,0.99569125,1.92E-06
LOC101893573,0.399489228,0.99569125,4.93E-06
LOC101893848,0.392963072,0.99569125,-4.98E-05
LOC101894022,0.285945123,0.99569125,-2.32E-06
LOC101894198,0.738614658,0.99569125,2.23E-06
LOC101895467,0.954225266,0.999855404,-1.39E-07
LOC101894372,0.971760087,0.999973094,4.03E-08
LOC101895648,0.613767521,0.99569125,-4.13E-07
LOC101894534,0.448825443,0.99569125,-2.77E-06
LOC101894693,0.322285956,0.99569125,-1.36E-06
LOC101896275,0.363992794,0.99569125,-2.14E-06
LOC101896447,0.907558228,0.999171638,5.58E-07
LOC101897037,0.380735365,0.99569125,1.44E-06
LOC101896627,0.197715895,0.99569125,-2.78E-06
LOC101897213,0.90493004,0.99850759,2.67E-07
LOC101897394,0.183033464,0.99569125,-4.16E-05
LOC101897560,0.004907845,0.836813999,-1.13E-05
LOC101898247,0.329188243,0.99569125,5.55E-06
LOC101898419,0.568357226,0.99569125,2.89E-07
LOC101900711,0.507235932,0.99569125,-1.68E-06
LOC101900889,0.874039355,0.997757351,-8.00E-07
LOC101898593,0.732069492,0.99569125,1.74E-06
LOC101898769,0.471114572,0.99569125,-4.99E-06
LOC101898937,0.966754292,0.999855404,-6.07E-07
LOC101899112,0.525668902,0.99569125,5.58E-06
LOC101901072,0.903805025,0.99850759,-4.02E-06
LOC101899284,0.233968744,0.99569125,-7.84E-06
LOC101899461,0.176664291,0.99569125,5.71E-06
LOC101899735,0.348267936,0.99569125,-0.000142393
LOC101900363,0.885491841,0.997763859,-1.40E-06
LOC101900534,0.513556596,0.99569125,-6.95E-07
LOC101901241,0.867639785,0.997275656,2.12E-07
LOC101901404,0.624864656,0.99569125,-7.91E-07
LOC109611840,0.465374798,0.99569125,-2.63E-06
LOC101888412,0.669655338,0.99569125,-4.94E-07
LOC101901680,0.351474819,0.99569125,1.28E-06
LOC101887216,0.638219383,0.99569125,4.27E-07
LOC101887891,0.718845759,0.99569125,3.82E-07
LOC101888755,0.939249747,0.999855404,-1.42E-07
LOC101887497,0.328986107,0.99569125,1.39E-06
LOC109611841,0.983415213,0.999973094,5.79E-07
LOC101890303,0.856586441,0.99569125,9.14E-07
LOC101889293,0.81285486,0.99569125,2.21E-06
LOC101890475,0.499817445,0.99569125,-5.12E-07
LOC101889466,0.953605519,0.999855404,-5.15E-08
LOC101890818,0.170114107,0.99569125,-3.24E-06
LOC101889798,0.186445299,0.99569125,4.45E-06
LOC101889969,0.356154417,0.99569125,4.62E-06
LOC101890134,0.121374827,0.99569125,1.65E-05
LOC105261523,0.598482786,0.99569125,1.18E-06
LOC101890992,0.56342717,0.99569125,1.20E-05
LOC101893684,0.292307059,0.99569125,3.33E-06
LOC109611844,0.55141858,0.99569125,8.48E-07
LOC101891165,0.81178253,0.99569125,6.94E-07
LOC101891447,0.732312661,0.99569125,-1.64E-06
LOC101891628,0.67672178,0.99569125,-4.43E-06
LOC101892037,0.346929879,0.99569125,-4.64E-06
LOC101892210,0.571315931,0.99569125,4.64E-05
LOC101893849,0.145694171,0.99569125,-2.27E-06
LOC101892377,0.226554467,0.99569125,4.64E-06
LOC101892549,0.08842088,0.99569125,8.23E-06
LOC101892835,0.395051409,0.99569125,-0.000475679
LOC101893185,0.046512853,0.99569125,6.93E-06
LOC101894373,0.370349847,0.99569125,5.19E-06
LOC101893346,0.491109552,0.99569125,4.49E-06
LOC101893516,0.584574732,0.99569125,2.29E-06
LOC101894535,0.290354022,0.99569125,5.37E-06
LOC101894694,0.77805527,0.99569125,-2.36E-07
LOC101894852,0.843130906,0.99569125,1.87E-07
LOC105261525,0.530278002,0.99569125,-1.50E-06
LOC101895882,0.055320331,0.99569125,4.05E-06
LOC101896213,0.898491348,0.99850759,-3.95E-07
LOC101896562,0.102080734,0.99569125,-8.93E-06
LOC101895185,0.176162449,0.99569125,6.29E-06
LOC101898123,0.198399318,0.99569125,-1.40E-06
LOC101898301,0.675156324,0.99569125,1.86E-05
LOC101898643,0.612452536,0.99569125,-1.85E-06
LOC101898815,0.183960965,0.99569125,7.79E-06
LOC101888059,0.775288049,0.99569125,3.07E-07
LOC101899165,0.456419509,0.99569125,-1.05E-06
LOC101898991,0.827902609,0.99569125,1.68E-07
LOC101899961,0.652208427,0.99569125,2.10E-06
LOC101899787,0.234600239,0.99569125,-1.06E-05
LOC101900133,0.341493203,0.99569125,3.90E-06
LOC101900535,0.24766864,0.99569125,-9.37E-05
LOC101900828,0.765285435,0.99569125,9.86E-07
LOC101888580,0.196637731,0.99569125,9.37E-06
LOC101901457,0.716210191,0.99569125,-2.20E-06
LOC101901790,0.956765124,0.999855404,5.59E-07
LOC101901620,0.464334095,0.99569125,5.76E-05
LOC101887331,0.82391841,0.99569125,-4.36E-07
LOC101888934,0.25557035,0.99569125,2.30E-06
LOC101887498,0.784528426,0.99569125,9.45E-07
LOC101887780,0.021390679,0.99569125,-3.59E-06
LOC101889629,0.82608412,0.99569125,-5.03E-07
LOC101895533,0.644543078,0.99569125,-5.27E-07
LOC101895709,0.74214855,0.99569125,6.97E-07
LOC101895883,0.860315907,0.995703468,1.79E-07
LOC101890414,0.982117162,0.999973094,2.97E-05
LOC101896214,0.414317039,0.99569125,9.45E-07
LOC101890584,0.923384648,0.999855404,2.39E-07
LOC101890755,0.23762423,0.99569125,-1.57E-05
LOC101890929,0.402974907,0.99569125,1.90E-06
LOC101891217,0.529079952,0.99569125,-2.34E-06
LOC101891392,0.298443733,0.99569125,4.24E-06
LOC101891915,0.592750751,0.99569125,2.35E-06
LOC101892211,0.687906413,0.99569125,9.00E-06
LOC101892378,0.080374079,0.99569125,6.27E-06
LOC101892836,0.849880117,0.99569125,8.52E-07
LOC101892659,0.723973461,0.99569125,-9.25E-06
LOC101896744,0.627671273,0.99569125,2.19E-06
LOC101893006,0.770509951,0.99569125,7.81E-07
LOC101893632,0.596537272,0.99569125,-5.91E-07
LOC101893795,0.430626029,0.99569125,-2.41E-06
LOC101893969,0.866681951,0.997275656,1.82E-06
LOC101894143,0.997930195,0.999973094,-5.58E-06
LOC101894536,0.466213161,0.99569125,-3.42E-06
LOC101894695,0.356952816,0.99569125,-2.31E-07
LOC101894853,0.044745222,0.99569125,-8.65E-06
LOC101895020,0.330923493,0.99569125,1.59E-06
LOC101895186,0.435883102,0.99569125,-3.53E-06
LOC101895358,0.501507767,0.99569125,6.13E-06
LOC101896916,0.505770061,0.99569125,1.51E-06
LOC101897089,0.700170885,0.99569125,1.34E-06
LOC101887270,0.928062034,0.999855404,-5.37E-08
LOC101897561,0.475509183,0.99569125,1.78E-06
LOC101897734,0.770593544,0.99569125,-3.37E-06
LOC101887615,0.96491136,0.999855404,9.61E-07
LOC101897901,0.487176331,0.99569125,-5.63E-06
LOC101898068,0.788334026,0.99569125,5.57E-06
LOC101898473,0.271007917,0.99569125,1.32E-06
LOC101898644,0.413953226,0.99569125,-1.97E-06
LOC101899622,0.439956841,0.99569125,1.98E-05
LOC101899462,0.364659994,0.99569125,2.27E-06
LOC101899285,0.998018569,0.999973094,-1.32E-06
LOC101898938,0.464008377,0.99569125,-8.90E-07
LOC101900536,0.233695114,0.99569125,-6.25E-06
LOC101900712,0.366677258,0.99569125,-7.56E-06
LOC101900890,0.912837437,0.99967947,-2.70E-06
LOC101901073,0.514581502,0.99569125,4.68E-06
LOC101901242,0.413681154,0.99569125,-1.44E-05
LOC101887781,0.890234897,0.998349638,9.13E-07
LOC101887944,0.875361482,0.997757351,-4.28E-07
LOC101888114,0.859785869,0.995703468,1.31E-06
LOC101895021,0.12240367,0.99569125,-1.81E-06
LOC101888694,0.838852706,0.99569125,5.46E-07
LOC101888292,0.169021732,0.99569125,2.15E-06
LOC101888874,0.714757419,0.99569125,-6.45E-07
LOC101889227,0.570748496,0.99569125,1.22E-06
LOC101889050,0.209029535,0.99569125,5.41E-06
LOC101890080,0.480757777,0.99569125,4.45E-06
LOC101895187,0.346487107,0.99569125,1.28E-06
LOC101895359,0.684329825,0.99569125,-6.40E-07
LOC101890241,0.694539343,0.99569125,-2.70E-06
LOC101890415,0.067017294,0.99569125,-3.82E-06
LOC101890819,0.422999719,0.99569125,-7.58E-06
LOC101890993,0.258491427,0.99569125,-7.49E-07
LOC101891166,0.010501189,0.99569125,-1.15E-06
LOC101891336,0.365713688,0.99569125,-6.05E-07
LOC101895884,0.969002954,0.999855404,3.05E-08
LOC101891515,0.671493147,0.99569125,-9.32E-07
LOC101891796,0.037783418,0.99569125,6.47E-06
LOC101896215,0.539713458,0.99569125,1.07E-07
LOC109611872,0.517768074,0.99569125,5.63E-07
LOC101891970,0.235013814,0.99569125,-7.57E-06
LOC101892263,0.219785584,0.99569125,-5.22E-06
LOC101892550,0.683715504,0.99569125,2.21E-06
LOC101892837,0.710369725,0.99569125,-1.17E-05
LOC101893007,0.450582201,0.99569125,-7.51E-07
LOC101893347,0.198413895,0.99569125,-7.38E-06
LOC101893186,0.086163226,0.99569125,-9.34E-06
LOC101896745,0.525882048,0.99569125,-2.16E-06
LOC101894200,0.984602871,0.999973094,1.57E-07
LOC101894480,0.352582546,0.99569125,3.16E-06
LOC101894742,0.327705409,0.99569125,3.53E-06
LOC101896917,0.488269992,0.99569125,2.13E-06
LOC101897214,0.250298265,0.99569125,2.50E-05
LOC101897395,0.230325524,0.99569125,-3.03E-06
LOC101898420,0.66126718,0.99569125,-4.78E-07
LOC101897562,0.492412409,0.99569125,4.99E-06
LOC101897735,0.984093677,0.999973094,8.64E-06
LOC101897902,0.894941484,0.99850759,8.01E-07
LOC101898594,0.849006909,0.99569125,-8.72E-08
LOC101898249,0.122865048,0.99569125,1.47E-06
LOC101898770,0.770637054,0.99569125,-1.34E-07
LOC101898939,0.647030858,0.99569125,6.99E-07
LOC101899114,0.601088552,0.99569125,-1.24E-06
LOC101900076,0.278143087,0.99569125,-0.000260463
LOC105261531,0.526102542,0.99569125,3.06E-06
LOC101887945,0.33457,0.99569125,9.63E-07
LOC101900598,0.362035617,0.99569125,4.07E-06
LOC101900421,0.847068296,0.99569125,-8.97E-07
LOC101900781,0.740423333,0.99569125,-2.66E-06
LOC101901406,0.674295785,0.99569125,2.88E-06
LOC101901569,0.285160438,0.99569125,-3.48E-06
LOC101901737,0.164111568,0.99569125,-1.95E-06
LOC101891516,0.991655557,0.999973094,2.37E-06
LOC101888115,0.574411867,0.99569125,1.13E-06
LOC101891695,0.436488392,0.99569125,-2.87E-06
LOC101888414,0.32657559,0.99569125,7.20E-06
LOC101891863,0.398421648,0.99569125,6.40E-06
LOC101892038,0.315239327,0.99569125,-7.15E-07
LOC101891337,0.316627296,0.99569125,-3.91E-06
LOC101888695,0.958641681,0.999855404,-1.29E-07
LOC101888875,0.493870235,0.99569125,1.26E-05
LOC101889051,0.582068999,0.99569125,2.82E-06
LOC101889228,0.533646709,0.99569125,1.62E-06
LOC101892379,0.837054588,0.99569125,-1.82E-07
LOC101889402,0.782381659,0.99569125,2.52E-06
LOC105261536,0.836875041,0.99569125,9.53E-07
LOC101892551,0.575237723,0.99569125,1.66E-06
LOC109611884,0.854409334,0.99569125,2.47E-07
LOC101892895,0.976579033,0.999973094,2.26E-08
LOC101889680,0.160857624,0.99569125,-1.26E-06
LOC101889853,0.760255671,0.99569125,-2.65E-06
LOC101893067,0.173633483,0.99569125,-1.94E-06
LOC101891167,0.419862555,0.99569125,5.46E-07
LOC101893243,0.304344807,0.99569125,1.52E-06
LOC101893409,0.04244668,0.99569125,-2.71E-06
LOC101897616,0.818777883,0.99569125,4.27E-06
LOC101894253,0.527604608,0.99569125,-1.41E-06
LOC101897791,0.883122059,0.997763859,-2.27E-06
LOC101894418,0.607868856,0.99569125,-3.04E-05
LOC101894696,0.909501402,0.999512646,6.37E-07
LOC101898124,0.682917884,0.99569125,3.97E-05
LOC109611603,0.75112479,0.99569125,-3.28E-06
LOC101894854,0.458735256,0.99569125,-3.53E-06
LOC101895022,0.749398003,0.99569125,1.52E-05
LOC101898302,0.222165262,0.99569125,-1.48E-06
LOC101895360,0.243074012,0.99569125,5.14E-05
LOC101895188,0.771917216,0.99569125,-1.75E-06
LOC101895885,0.115067444,0.99569125,-1.50E-05
LOC101896746,0.218118792,0.99569125,5.96E-06
LOC101898474,0.621091929,0.99569125,-8.50E-07
LOC101896918,0.229843228,0.99569125,4.70E-06
LOC101898645,0.814307569,0.99569125,-5.06E-07
LOC101898992,0.540077472,0.99569125,-4.96E-07
LOC101897090,0.386357282,0.99569125,4.09E-06
LOC101901002,0.03208168,0.99569125,6.63E-06
LOC101899518,0.072006208,0.99569125,9.31E-07
LOC101899672,0.009371597,0.985275143,7.80E-06
LOC101901177,0.706114704,0.99569125,3.88E-06
LOC101899847,0.539636013,0.99569125,-1.88E-06
LOC101901350,0.622081672,0.99569125,1.41E-06
LOC101900134,0.444043613,0.99569125,3.32E-06
LOC101900650,0.529121365,0.99569125,-6.14E-06
LOC101900829,0.744825303,0.99569125,-2.78E-06
LOC101901515,0.702283155,0.99569125,-1.44E-06
LOC101901681,0.974462871,0.999973094,-5.41E-08
LOC101887217,0.302478207,0.99569125,2.77E-06
LOC101887388,0.289560898,0.99569125,2.41E-06
LOC101887838,0.474697533,0.99569125,7.49E-07
LOC109611889,0.640177101,0.99569125,2.94E-07
LOC101887559,0.703939952,0.99569125,-6.00E-06
LOC101888001,0.714557516,0.99569125,1.52E-06
LOC101888179,0.03462137,0.99569125,-7.62E-06
LOC101888345,0.608165353,0.99569125,-2.32E-06
LOC101888518,0.530417029,0.99569125,-3.87E-06
LOC101888811,0.171690388,0.99569125,4.90E-06
LOC101888989,0.545310809,0.99569125,-1.59E-06
LOC101891696,0.616301592,0.99569125,4.48E-07
LOC101891864,0.737193012,0.99569125,5.16E-07
LOC101889168,0.318951288,0.99569125,-3.84E-06
LOC101892039,0.428921364,0.99569125,-2.71E-06
LOC101892213,0.549268932,0.99569125,5.23E-06
LOC101889345,0.997599025,0.999973094,-4.93E-06
LOC101889745,0.610987952,0.99569125,6.25E-07
LOC101889915,0.974314719,0.999973094,-1.03E-05
LOC101890700,0.210491323,0.99569125,4.83E-06
LOC101890874,0.816677562,0.99569125,-7.59E-07
LOC101892380,0.461455585,0.99569125,1.88E-05
LOC101892552,0.693881125,0.99569125,2.96E-06
LOC101895242,0.30426002,0.99569125,4.10E-07
LOC101892951,0.0018999,0.567085526,2.777458471
LOC101893299,0.603557167,0.99569125,-3.82E-06
LOC101893129,0.119828024,0.99569125,0.000109286
LOC101895417,0.320443656,0.99569125,-9.11E-07
LOC101895596,0.36528955,0.99569125,7.28E-06
LOC101895770,0.647858783,0.99569125,-1.58E-06
LOC101893575,0.719295685,0.99569125,-4.59E-07
LOC101893743,0.846549708,0.99569125,9.89E-07
LOC101893911,0.822881286,0.99569125,-1.85E-06
LOC101894085,0.407725594,0.99569125,1.40E-06
LOC101894254,0.280330922,0.99569125,-3.13E-06
LOC101895947,0.462388362,0.99569125,-9.24E-07
LOC101894580,0.052855816,0.99569125,-5.00E-06
LOC105261541,0.151362763,0.99569125,-2.47E-06
LOC101896114,0.603399229,0.99569125,-1.10E-06
LOC101896276,0.077128244,0.99569125,-2.09E-06
LOC105261543,0.574188062,0.99569125,-3.45E-07
LOC101896448,0.817017912,0.99569125,1.72E-05
LOC101896628,0.960691329,0.999855404,2.01E-07
LOC101896809,0.706583491,0.99569125,-2.90E-06
LOC101896980,0.673180394,0.99569125,-8.20E-07
LOC105261546,0.200272159,0.99569125,-7.45E-07
LOC101897156,0.8106009,0.99569125,-1.39E-07
LOC101897792,0.491596551,0.99569125,8.59E-07
LOC105261547,0.531791246,0.99569125,1.70E-06
LOC101897957,0.842737744,0.99569125,-1.57E-07
LOC101898125,0.275218126,0.99569125,-2.94E-06
LOC101897502,0.700820777,0.99569125,7.95E-07
LOC101897675,0.503966982,0.99569125,-6.40E-07
LOC101899286,0.150214377,0.99569125,-9.65E-07
LOC101899463,0.231097199,0.99569125,-5.11E-06
LOC101899623,0.611643339,0.99569125,-6.79E-07
LOC101887616,0.308984391,0.99569125,-9.00E-06
LOC101899788,0.401203206,0.99569125,7.23E-06
LOC101900308,0.275297951,0.99569125,-8.81E-06
LOC101900475,0.457771368,0.99569125,-1.53E-06
LOC101900651,0.47288642,0.99569125,7.36E-06
LOC101900830,0.366372367,0.99569125,-3.38E-06
LOC101901003,0.630922443,0.99569125,-4.19E-06
LOC101887440,0.984392658,0.999973094,-1.50E-07
LOC109611908,0.647666313,0.99569125,-2.50E-07
LOC101901178,0.291827501,0.99569125,-2.83E-06
LOC101901351,0.111228658,0.99569125,8.10E-06
LOC101887946,0.606709249,0.99569125,8.04E-07
