"","gene","pvalue","padj","logFC"
"1","LOC101893504",0.562823521159553,NA,-0.980276066965853
"2","LOC101887261",0.190920398297299,0.999956884700277,0.208937364942188
"3","LOC101887540",0.00146391737898076,0.387291258215932,1.8483969631228
"4","LOC101887709",0.000518330479633779,0.178682652615572,2.15035373359731
"5","LOC101887872",0.450374275402331,NA,0.960123000871463
"6","LOC101888043",0.68500518814409,NA,-0.496679333198703
"7","LOC105261620",0.432590094931092,0.999956884700277,-0.784577092032311
"8","LOC101888225",0.129216876291645,0.999956884700277,-0.855738582150084
"9","LOC105261733",0.54691637481991,0.999956884700277,0.38056727565512
"10","LOC101888392",0.307319325871,0.999956884700277,-0.122446762037605
"11","LOC101888800",0.0482595913495805,0.999956884700277,0.262422786469793
"12","LOC101889098",0.975729669809459,0.999956884700277,0.00384890707078828
"13","LOC101889449",0.893220699547711,0.999956884700277,-0.0195933312051235
"14","LOC101889275",0.458429046172852,0.999956884700277,0.147653414999092
"15","LOC101889730",0.83852241839347,0.999956884700277,0.0448376017669165
"16","LOC101889900",0.463293952392729,0.999956884700277,-0.219549496716819
"17","LOC101893671",0.978737751532268,0.999956884700277,0.0170709178867485
"18","LOC101893836",0.564102603931436,0.999956884700277,-0.142089788524328
"19","LOC101894009",0.991147067792571,0.999956884700277,0.0028492169559712
"20","LOC101890067",0.798699742020438,0.999956884700277,-0.0707076487304857
"21","LOC101894185",0.120464238798424,0.999956884700277,0.415655976049018
"22","LOC101890226",0.624504784645849,0.999956884700277,0.0910681207344026
"23","LOC101890517",0.64448612632963,0.999956884700277,-0.111959453243604
"24","LOC101890689",0.603861911065903,0.999956884700277,-0.122137159375689
"25","LOC101890862",0.441083450194974,0.999956884700277,-0.108157145877611
"26","LOC101891383",0.551412451030078,0.999956884700277,-0.162820951815523
"27","LOC101891561",0.973420276371635,0.999956884700277,-0.00704265723418459
"28","LOC101892023",0.924315939046473,0.999956884700277,-0.0170856278331521
"29","LOC101891733",0.251857335549677,0.999956884700277,0.187556059264478
"30","LOCNULL",0.213572740794355,0.999956884700277,0.224479021467923
"31","LOC101892196",0.589554599692444,0.999956884700277,0.0933397565125715
"32","LOC101892705",0.950090532673704,0.999956884700277,-0.012464012960357
"33","LOC101894838",0.289134524280447,0.999956884700277,-0.778009793011007
"34","LOC101893170",0.311550588250369,0.999956884700277,0.183007948026541
"35","LOC101892991",0.196166730001692,0.999956884700277,-0.166479476175028
"36","LOC101896906",0.603780981074859,0.999956884700277,0.111154757346519
"37","LOC101897077",0.589681126170411,0.999956884700277,-0.102495004028259
"38","LOC101897256",0.98987433576645,0.999956884700277,0.00201419364864843
"39","LOC101897663",0.324188379645608,0.999956884700277,0.134450727924637
"40","LOC101897944",0.19085932116145,0.999956884700277,0.159733453295269
"41","LOC101893618",0.288869005704945,0.999956884700277,0.169507304328037
"42","LOC101898111",0.917982339641136,0.999956884700277,0.0111251104035601
"43","LOC101898806",0.538602558442632,0.999956884700277,0.151371523677004
"44","LOC101898981",0.852122164313939,0.999956884700277,0.0230855229426
"45","LOC101899611",0.583481735533597,0.999956884700277,0.0880176487972482
"46","LOC101899776",0.0628667485171061,0.999956884700277,0.211363545120314
"47","LOC101899949",0.420254243055534,0.999956884700277,0.144862791429604
"48","LOC101900121",0.727191494240866,0.999956884700277,-0.0731404640636944
"49","LOC101900293",0.777615416045383,0.999956884700277,-0.0401901092052833
"50","LOC101893785",0.452830209179715,NA,0.742478746571538
"51","LOC101893958",0.152600292879262,0.999956884700277,-0.559133845394705
"52","LOC101900457",0.644207192814814,0.999956884700277,0.0604852683667792
"53","LOC105261793",0.832582269181253,0.999956884700277,-0.11416221606317
"54","LOC101894131",0.29016949224323,0.999956884700277,0.286062040764234
"55","LOC101900764",0.417579020370087,0.999956884700277,-0.200545783305744
"56","LOC101900941",0.152339711728521,0.999956884700277,0.206705323296989
"57","LOC101894302",0.419500199236825,NA,1.28892055133312
"58","LOC101894467",0.475632179428395,0.999956884700277,-0.154292655586908
"59","LOC101901120",0.884721054685983,0.999956884700277,-0.0286463885433557
"60","LOC101901286",0.404136160979364,0.999956884700277,0.129483104130955
"61","LOC101901446",0.939830960084332,0.999956884700277,0.0100323209994576
"62","LOC101901726",0.392436534846523,0.999956884700277,-0.157527936255949
"63","LOC101887262",0.254287413755495,0.999956884700277,-0.139728010895335
"64","LOC101894788",0.422916345202522,0.999956884700277,-0.132053446084606
"65","LOC101894955",0.868019637347735,0.999956884700277,-0.0351853554806563
"66","LOC101887825",0.523412379083849,0.999956884700277,-0.150803051171258
"67","LOC101887655",0.87353943412072,0.999956884700277,-0.100635462064942
"68","LOC101895115",0.838182554397539,0.999956884700277,0.0284909049970192
"69","LOC101888226",0.609518544929001,0.999956884700277,0.0547096659307044
"70","LOC101895809",0.425211120071904,0.999956884700277,-0.174110067916435
