"","gene","pvalue","padj","logFC"
"124","LOC101889784",0.945924022109221,0.985221976925286,-0.0119629062280876
"125","LOC101890400",0.593016138414916,0.855828997382569,-0.111190048824567
"126","LOC101890227",0.274724573160019,0.67628135563118,-0.52569055222652
"127","LOC101890913",0.282856863463683,0.679752534333236,-0.262913198549121
"128","LOC101891089",0.0785775697257274,0.406836529645038,0.527187706576584
"129","LOC105262546",0.458611185712476,NA,0.882858363922922
"130","LOC101891260",0.962850569943299,0.990664956207904,0.0085847066767055
"131","LOC101891434",0.466673885307644,NA,-0.370676276510679
"132","LOC101891614",0.781813495550728,0.927453996550117,0.463137958144251
"133","LOC101891784",0.929931627518931,NA,-0.1092080872101
"134","LOC101891957",0.0491108920722683,NA,0.855053715965308
"135","LOC101892131",0.353617964348285,NA,0.897561086267039
"136","LOC105262551",NA,NA,-2.53185278731468
"137","LOC101892301",0.739931512084225,0.913302402417403,-0.148528176646332
"138","LOC109614461",0.89185547962555,NA,0.0445457350580218
"139","LOC101892470",0.0833547822823133,0.417092723722405,0.432168249133557
"140","LOC101892645",0.278505394797803,NA,0.723066936442869
"141","LOC101892822",0.782599584232417,NA,-0.197027731358656
"142","LOC101892993",0.308733642663444,NA,-1.61573189407802
"143","LOC101894303",0.800843691860519,NA,0.119129112856496
"144","LOC101894468",0.0573303549669886,0.354186668206612,-1.63095208646627
"145","LOC101894633",0.476311885928929,NA,-1.55778118001261
"146","LOC101894789",0.144990954782579,NA,-0.610469591284245
"147","LOC101895287",0.444206607502968,0.781774939541089,-0.198585528794604
"148","LOC101895810",0.282044687778377,0.679752534333236,-0.35286981909465
"149","LOC101895985",0.257750059945357,0.662983794878541,0.289011912704518
"150","LOC109614485",0.43912272100383,0.7789020492162,-0.200212279170473
"151","LOC109614484",0.0972750592949557,0.453601187133467,-0.316895295013792
"152","LOC101896673",0.0384736664231644,0.286672080944341,0.42426313920893
"153","LOC105262566",0.957092570275475,NA,0.0273657098300333
"154","LOC101897025",0.895602446168082,0.97144134892065,0.0222651622563455
"155","LOC109614502",0.398065636387085,NA,-0.84922222152316
"156","LOC101897201",0.502983560257646,NA,0.48550369305439
"157","LOC101897545",0.568261577815402,0.843064981116807,-0.124282293451723
"158","LOC101897382",0.606595780043291,0.8641668960239,-0.177401875990681
"159","LOC101897837",0.172620449118459,0.575156975932097,-0.445252212747924
"160","LOC109614505",0.324030474042443,NA,-0.663127977638884
"161","LOC101898459",0.855895034050644,0.954441577670451,-0.0623141027286387
"162","LOC101898982",0.331692241284874,0.718745313513998,-0.253487478524242
"163","LOC101899156",0.389955050317767,0.750756876558497,-0.462981259306257
"164","LOC101899332",0.809589314991109,NA,-0.360010125101422
"165","LOC101899507",0.615833639583766,0.867423021783041,-0.104297018248866
"166","LOC101899662",0.176716588454333,NA,1.036259621289
"167","LOC101900001",0.34905564946679,0.728954593690188,0.238231501603471
"168","LOC101900175",0.594787148509443,NA,0.311984265048619
"169","LOC109614529",0.595186204955434,0.857264081211531,0.137984736091587
"170","LOC101900702",0.300887086480061,NA,-0.511623015660271
"171","LOC101901225",0.167343400265273,0.569084629740046,-0.245770886394031
"172","LOC101901554",0.683439044594668,0.888952306399858,0.120016345658503
"173","LOC101901390",0.348673524286977,NA,0.828644844918096
"174","LOC101901727",0.957610186932858,0.989049711918645,0.00995641969982749
"175","LOC101887711",0.0605735711516814,0.367288443095484,0.542402048136532
"176","LOC101888045",0.909112739179686,NA,-0.222232424290662
"177","LOC101888562",0.075778408676447,NA,-1.90928052064508
"178","LOC105262582",0.885146218010198,0.96800767498928,0.0477547020687048
"179","LOC101888860",0.164320120050934,0.564104585988767,0.374716816440863
"180","LOC101889160",0.300600519911713,NA,0.825327008004334
"181","LOC101889333",0.0129553463826866,NA,-1.8974970213138
"182","LOC101889508",0.375197607187917,NA,-1.50009713470101
"183","LOC101890287",0.34711345045823,0.728006397773134,0.268422904135786
"184","LOC101890459",0.253765059981373,NA,-0.686937440688787
"185","LOC101890802",0.919344407145179,NA,0.0640577012087013
"186","LOC101890977",0.383971933073098,0.747110165530265,-0.215639380951118
"187","LOC101891148",0.114927183449396,0.486828103857326,0.648308166608981
"188","LOC109611640",0.00107425900094851,0.0499987566930823,-2.4098991829547
"189","LOC109611647",0.844041020123031,0.949885392421418,0.0698138762025528
"190","LOC101892198",6.34814476132155e-11,1.38865666653909e-07,-3.73885165288279
"191","LOC101893054",0.914544825645901,NA,0.186064472503098
"192","LOC101893232",0.182053878242859,NA,-0.818960306891533
"193","LOC101892707",0.0665172198539559,0.380641022496863,-0.534990235411479
"194","LOC109611667",0.484680816680103,NA,-0.268922157868029
"195","LOC101893837",0.272537237844992,0.674664151145842,-0.312957781913576
"196","LOC101894010",0.69370008184831,0.89260983309855,0.105564410076866
"197","LOC101894186",0.314320992147987,0.706293960270901,-0.427587233289125
"198","LOC101894360",0.00413215365148969,0.0982081637189904,0.835501213521754
"199","LOC101894519",0.748118022849615,NA,0.300289470867133
"200","LOC101894680",0.0425034683931827,NA,-0.747711074239038
"201","LOC101894839",0.380775870871985,0.746034229764861,0.156271086323997
"202","LOC101895515",0.40958088371663,NA,-0.765127327329288
"203","LOC101895868",0.18348586585206,NA,-3.19465804638424
"204","LOC101896732",0.503737100108635,NA,0.367184741809062
"205","LOC101898919",0.872109460355742,0.96131995189125,-0.0909798004508432
"206","LOC101898460",0.241011163873754,0.649001042947186,-0.328879606830301
"207","LOC101898750",0.735406876470903,0.910944841808901,0.0651109718124283
"208","LOC101899095",0.00312478859978337,NA,6.25493932100848
"209","LOC101899268",0.430447239187425,0.774733598986651,-0.215683335342367
"210","LOC101899663",0.820901195193785,NA,-0.198763868083031
"211","LOC101900002",0.737930728037785,0.912061158840035,-0.076470247834614
"212","LOC101900176",0.60459488881646,NA,-1.06591230085558
"213","LOC101900585",0.492977455180314,0.806179660702261,-0.19330006495232
"214","LOC101901226",0.681125628315481,0.888952306399858,-0.085357452283586
"215","LOC101901057",0.127667871924862,0.510088529380158,-0.355751646606758
"216","LOC101901391",0.569072301664302,NA,-0.385712832286965
"217","LOC105261477",0.321915268268764,NA,-0.548343522461051
"218","LOC101901555",0.373730350585251,0.742370162910544,0.153086910236733
"219","LOC101901728",0.391409474925747,NA,-0.974756903729702
"220","LOC101887263",5.47697869682388e-05,0.0127778257531977,1.79441826421097
"221","LOC101887432",0.00394893927210899,0.0962485198633807,-1.75180614376427
"222","LOC101887609",0.531852954516403,NA,0.656774002772613
"223","LOC101888563",0.0644110857557871,0.374981370833757,-0.534816230566846
"224","LOC101887932",0.432008012695245,0.775659158490019,0.17439239417179
"225","LOC101888104",0.12310381115322,0.499644877853522,-0.323142863250287
"226","LOC101888742",0.678982839494283,0.888636510885199,-0.144467959465436
"227","LOC101888920",0.0491077522042552,0.326266387082182,-0.747146302361194
"228","LOC105261485",0.167345792233196,NA,-0.449945242864004
"229","LOC101888396",0.967902215883462,0.991858642994942,-0.00743031397584723
"230","LOC101889101",0.162241531583845,NA,-1.25428849490431
"231","LOC101889278",0.914555959463527,0.974967852707353,0.0384260676707325
"232","LOC101889452",0.536894186574896,0.827293056608727,-0.0877454402484691
"233","LOC101889732",0.0118019441127832,0.163915890455322,0.694907663298822
"234","LOC101889901",0.666244973604385,NA,-0.299855859849636
"235","LOC101890228",0.780659972797489,NA,-0.15654227052171
"236","LOC101890568",0.790403005775995,0.930202035729247,0.0555738498167684
"237","LOC101891037",0.214903673516088,NA,1.73781742612742
"238","LOC101890863",0.241683261981159,0.64928724050818,-0.333497289273291
"239","LOC109611769",0.399504151543278,0.755705236469147,-0.208113601535896
"240","LOC101891208",0.710297124173613,0.899236404946406,0.0828013878844869
"241","LOC101891385",0.384214406711431,NA,-1.68476401137569
"242","LOC101891681",0.289502344873547,NA,4.11315994158331
"243","LOC101891958",0.414091282302904,0.764748508978219,-0.237154632767076
"244","LOC101892252",0.522530049929977,0.820548363563104,0.114414541459785
"245","LOC101892534",0.892727572829451,0.970597968508033,-0.0308556216301644
"246","LOC101892708",0.282488525575908,0.679752534333236,-0.232587785156374
"247","LOC101892884",0.899134891482839,0.97180148736656,0.0244823978831655
"248","LOC101893055",0.45719727905764,0.787933012327014,0.142863398818926
"249","LOC101893332",0.756583969331896,NA,0.446292473863262
"250","LOC101893672",0.888253407046376,NA,0.0987789098897393
"251","LOC101893838",0.850356880359446,NA,0.232460563025981
"252","LOC101894840",0.235146908577245,0.64391640657393,0.639204253707874
"253","LOC101894011",0.010806761124937,0.156554900402646,0.97330878090685
"254","LOC101895007",0.00243878741520627,0.0733312367115286,1.07233075336212
"255","LOC101894187",0.0283730885217329,0.2478995256063,0.805579778290697
"256","LOC101894361",0.286284817039795,0.681784470747803,1.13246080574836
"257","LOC101895171",0.0119178959770673,0.164482002838073,1.73935636778735
"258","LOC101894520",0.0258574143828942,0.235434314100233,0.826464643854849
"259","LOC101894681",0.00815478869525278,0.13909239977283,0.781981623547239
"260","LOC101895344",0.000823897971509509,0.0456272610804317,1.17760950276894
"261","LOC101895694",0.00139120043640403,0.0571502526691795,1.28662319687358
"262","LOC101895869",0.0064199961224664,0.124144158823484,1.4007946851974
"263","LOC101896040",0.476999819572563,0.798023077972891,0.0977072025819471
"264","LOC109611819",0.941161033940142,NA,0.135756534724885
"265","LOC101896317",0.0270775626279909,0.241175726130902,-0.53523390118439
"266","LOC101896494",0.518264131438812,0.819026022703296,-0.210978526402269
"267","LOC101896674",0.507058247642333,0.81333816074618,0.166991355951761
"268","LOC109611826",0.624950159215127,0.870473195350654,-0.198482431948745
"269","LOC105261512",0.281383082824896,0.679515615890608,0.168721682898306
"270","LOC101897026",0.824699480455148,0.943590809590294,-0.0692973778271494
"271","LOC101897202",0.789576678228318,0.930185861861668,-0.0482996459565867
"272","LOC101897383",0.0349179846916341,0.273061750523666,0.49331934574768
"273","LOC101897718",0.491619554483992,NA,-0.313807510761542
"274","LOC109611835",0.348407407998973,NA,0.357619592305974
"275","LOC101897887",0.313998035185246,0.706293960270901,-0.326030233679442
"276","LOC101898054",0.686384902635341,0.88997242627035,-0.0795387525104434
"277","LOC101898347",0.184667384868619,0.593186350073575,-0.46705091499788
"278","LOC101898698",0.015324208187051,NA,-1.5741764486246
"279","LOC101898526",0.562552532088985,NA,0.564531034821225
"280","LOC101899043",0.0406956908110497,0.297022775735203,0.73120030643816
"281","LOC101899391",0.115882795098913,NA,4.33559291004174
"282","LOC101899563",0.888253407046376,NA,0.0987789098897393
"283","LOC101899725",0.893141743568959,NA,-0.110828087631029
"284","LOC101900123",0.967792978274006,NA,0.022038394246104
"285","LOC101899896",0.156309502520826,0.554150732732204,-0.335350994199787
"286","LOC105261519",0.506830649833079,0.81333816074618,0.243010944402473
"287","LOC109611857",0.276941947650233,0.677231090910277,-0.391127962776886
"288","LOC105261521",0.507861366664637,0.81402948494515,-0.169342795567975
"289","LOC105261520",0.564759081146355,NA,0.391590055926126
"290","LOC101901336",0.956440770257615,0.988759066606111,0.0121837237013265
"291","LOC101901165",0.929254029455369,NA,0.0370871535132065
"292","LOC101901499",0.596115574521575,0.85775551341289,-0.14531177665845
"293","LOC109611874",0.138359593554715,NA,3.44223653812376
"294","LOC101901662",0.0176718844749973,0.194992420121345,1.03594763913739
"295","LOC101887198",0.0504728871454783,0.332308323945023,0.536989927769221
"296","LOC101887371",0.63054698208111,NA,-0.655895819355767
"297","LOC101887542",0.316414592337058,0.707685897385504,-0.413634064785104
"298","LOC101887826",0.0452046901834566,0.310164803939618,-0.965136063388636
"299","LOC101887990",0.747101995722167,0.916341914681307,-0.172250841099454
"300","LOC101888163",0.776380299351573,0.926333826198408,-0.0433198738111115
"301","LOC101888454",0.111289767637371,NA,-0.880892905174372
"302","LOC101888861",0.390050372666849,0.750756876558497,0.198567942028343
"303","LOC101889564",0.790434725094801,NA,0.235218177251564
"304","LOC101889733",0.788437569965266,0.930058492435723,0.0983566085167531
"305","LOC109611893",0.564549999831887,NA,0.312759196314026
"306","LOC109611899",0.746535028155755,NA,0.329791580763826
"307","LOC101890629",0.914632430934636,0.974967852707353,0.0187987170531855
"308","LOC101890978",0.267243535666897,0.672242852640904,-0.407066515299058
"309","LOC101890803",0.126926373583705,0.508519124934715,-0.325733662966784
"310","LOC101891321",0.225366781335745,0.634612839889527,0.248285022147296
"311","LOC105261539",0.388486416030642,NA,-0.69159248019396
"312","LOC101892253",0.150557885387673,0.548100939480156,0.52526900625817
"313","LOC105261542",0.56289091306231,NA,-0.514980721376934
"314","LOC101892593",0.0428557288753012,0.301436999725792,0.653154583874726
"315","LOC105261548",0.104833758313009,0.466816989943424,0.316967474490588
"316","LOC101892765",0.015473342345404,NA,0.840496891085269
"317","LOC101892938",0.0087732647812045,0.141537234209464,0.531723687368643
"318","LOC101893116",0.344940490788703,0.726885726065204,-0.513883891833821
"319","LOC101893291",0.109062570801188,0.475247756230278,0.423233435320023
"320","LOC101893458",6.93273539075244e-05,0.0155542140177138,0.841942346960818
"321","LOC101893619",0.2622710542242,0.667423249039962,0.441885143655126
"322","LOC101893786",0.0959570249750589,NA,1.26106001006183
"323","LOC101893959",4.70046884432007e-06,0.00186950465399094,1.67496792051108
"324","LOC101894304",0.0494348561754576,NA,1.4445350945544
"325","LOC101894132",0.483185107361169,NA,0.508716868526044
"326","LOC101894469",0.0119146086785699,NA,-3.0548929711317
"327","LOC101894634",0.457404516118971,0.787933012327014,-0.178065073557513
"328","LOC101894790",0.564767069876405,0.842002361802445,0.106080360359468
"329","LOC101895457",0.000109455142730276,NA,1.23342142001201
"330","LOC101895583",0.833985498703677,0.946804991878802,-0.0485525696214235
"331","LOC101895758",0.407295230694164,0.760314927120125,0.155614310746445
"332","LOC109611934",0.386959142550816,NA,-1.26586512917442
"333","LOC101896041",0.299740171888517,0.693842990482677,0.245332457810165
"334","LOC101896202",0.207753239381674,NA,1.79480246944198
"335","LOC101896675",0.547861144953809,NA,-0.834615712783509
"336","LOC101897384",0.625219320798923,NA,-0.369281452309287
"337","LOC101897547",0.170373581945521,NA,1.05499666717189
"338","LOC101897888",0.121938555120737,0.49695498710128,0.598038491075104
"339","LOC101898055",0.0235064785694654,0.224495331934701,0.689087514256925
"340","LOC101898233",0.790536991854411,0.930202035729247,-0.0585246707452778
"341","LOC101898580",0.434162321898976,0.777221066837977,0.13765912014044
"342","LOC101899392",0.810151439070045,NA,0.895920563291064
"343","LOC101899564",0.900345731187031,0.97180148736656,-0.345725038120485
"344","LOC105261576",0.231173097908397,NA,-1.12612310066304
"345","LOC101899897",0.252002448953339,0.659591325431775,-0.340379622496249
"346","LOC109611977",0.582894611575566,0.852185104642641,0.174654392361635
"347","LOC101900765",0.46594864214697,0.792020699381667,0.149057373532525
"348","LOC101901121",0.334157918331615,0.720310424460958,-0.292733757904239
"349","LOC101900942",0.813051416582631,0.93965460624552,-0.0441733487454834
"350","LOC101887264",0.95140918502636,0.987563706372806,0.0108176690185492
"351","LOC101901611",0.798553765747453,0.933069158859984,-0.0374127485963429
"352","LOC109611988",0.0811705128644709,0.411537552678566,0.640989455124859
"353","LOC101887433",0.842393899015163,0.949610277570795,-0.0449137159646942
"354","LOC101887875",0.604703303174047,NA,0.37332223406571
"355","LOC109612005",0.561983079743924,NA,0.245174022970036
"356","LOC101888229",0.855837849592628,NA,-0.160700345957075
"357","LOC101888564",0.012855457736006,0.169588931619694,-1.21404446248918
"358","LOC101888862",0.559115216560127,NA,0.490735170266366
"359","LOC109612014",0.41173656042349,NA,0.90671125921776
"360","LOC101889840",0.894747062111417,NA,-0.165269523254401
"361","LOC101890010",0.966083213075457,0.991622738027383,-0.0118878139731324
"362","LOC101890172",0.00067632712537323,0.0427388319246583,0.809076030761843
"363","LOC101890349",0.810213217301918,0.939019488410355,0.0816662388576788
"364","LOC101890518",0.177741364975367,0.580962623658746,-0.368613746642007
"365","LOC101890690",0.234961856555426,NA,-4.38014448410347
"366","LOC101891615",0.819135018573327,0.942293826613188,-0.0369651656993242
"367","LOC101891905",0.793042540923637,0.931180974449197,-0.0517721688034346
"368","LOC109612035",0.117081569179019,NA,-0.995100759178785
"369","LOC101892594",0.251644931889922,0.659553229929974,-0.32087545190469
"370","LOC101892766",0.526121136547961,NA,-0.635688361918579
"371","LOC101893117",0.0621865290691129,0.371058277953748,-0.723640944147679
"372","LOC105261613",0.0318897771726594,0.264739611253102,-1.23620964337295
"373","LOC101893459",0.115054045788425,NA,-1.13920583581489
"374","LOC101893620",0.452989948935492,0.78595864703572,-0.185715282164611
"375","LOC101895117",0.671673594314491,0.886668679903184,-0.169137705564186
"376","LOC101895458",0.483828676655364,0.800908538534906,-0.163527284529935
"377","LOC101895289",0.911862371593346,0.974568920415509,-0.0161575949411365
"378","LOC101895638",0.430398684151231,0.774733598986651,0.147047175842416
"379","LOC101895811",0.648622566015999,NA,0.212395114197859
"380","LOC101895986",0.207753239381674,NA,1.79480246944198
"381","LOC101896146",0.719517697542459,0.904212402109301,0.0929443773914919
"382","LOC101896318",0.932036315618272,NA,0.0298060657486982
"383","LOC101896495",0.0176718844749973,0.194992420121345,1.03594763913739
"384","LOC101896676",0.0766616059627104,0.405065852761906,-1.56561387558344
"385","LOC101896856",0.370472445747456,0.74003002191266,0.141159911320261
"386","LOC109611610",0.925173740824165,0.978395092605043,-0.0203653450018235
"387","LOC101897028",0.43741936687771,0.777737406952318,-0.26422183871966
"388","LOC101897204",0.849059558597157,0.951583028984529,0.0355452231653052
"389","LOC101898407",0.827709215615201,NA,0.173262884184259
"390","LOC101898234",0.639633584622956,0.875707284304287,-0.103419517381227
"391","LOC101897720",0.749238767349806,0.917087077426732,-0.0639321906044497
"392","LOC105261633",0.877048703319942,NA,0.0579410265607215
"393","LOC101898920",0.0142798294430356,NA,1.19401589971742
"394","LOC105261635",0.86632132612219,NA,0.335669316511826
"395","LOC101899213",0.795184220691056,NA,-0.137819214181201
"396","LOC101899393",0.11946609330713,NA,-0.607434841241094
"397","LOC101899727",0.23263021291662,0.642058200071673,-0.528082659094891
"398","LOC101899898",0.399503666206091,NA,-1.30360084232453
"399","LOC101900239",0.744680307564328,0.91529044685881,0.0883061297829424
"400","LOC101900410",0.944867810381897,0.985058184301393,0.011822761720439
"401","LOC101901122",0.672160503140045,NA,-0.358680520002185
"402","LOC101901288",0.827543869330392,0.94458389506733,0.0752774742544285
"403","LOC101901448",4.14900788491702e-05,0.0103725197122926,0.809182229771794
"404","LOC101901612",0.317737191816096,NA,0.635671490869831
"405","LOC101901779",0.0112557417588042,0.160305492964532,0.742672886148789
"406","LOC101887314",0.325577383979148,NA,0.620810402801981
"407","LOC101887827",0.200104277739195,0.608523613163367,-0.402587790154209
"408","LOC101887991",0.456071451427619,0.786867449273867,-0.212740275478503
"409","LOC101888510",0.536040001706045,NA,0.286572509689603
"410","LOC101888335",0.483607470336113,0.800908538534906,0.174993625394855
"411","LOC101889335",0.321540065107254,NA,-2.19499088154853
"412","LOC101889667",0.0384224700689948,NA,-2.62173006140944
"413","LOC101888685",0.864063747090677,0.957886074452309,0.034149385350068
"414","LOC101889841",0.188935140178551,0.597296632734128,-0.425499273984756
"415","LOC101888863",0.000590802945355161,0.0405826856744341,1.06651114262354
"416","LOC101890011",0.192739142054575,0.601879904702904,-0.262259432005458
"417","LOC101890173",0.392112071931854,NA,-0.487966442646245
"418","LOC101889038",0.927211986736352,0.978661626531131,0.0115627810263182
"419","LOC105261660",0.364847623653347,NA,-1.07917036783499
