,gene_names,Ecoli_Gut_1,Ecoli_Gut_2,Ecoli_Gut_3,Control_Gut_1,Control_Gut_2,Control_Gut_3,Ecoli_Carcass_1,Ecoli_Carcass_2,Ecoli_Carcass_3,Control_Carcass_1,Control_Carcass_2,Control_Carcass_3
4022,LOC101896812,3,1,2,1,1,0,1,0,0,1,1,0
4023,LOC101896983,10,7,7,7,9,8,10,8,8,10,10,9
4024,LOC101897336,12,9,11,13,14,11,39,33,31,41,42,42
4025,LOC101897159,11,10,10,11,11,13,33,30,28,31,35,41
4026,LOC101897503,636,585,475,467,535,269,16,19,14,15,21,11
4027,LOC101897676,456,431,434,342,402,468,157,143,136,158,173,196
4028,LOC101897847,87,64,76,100,100,96,217,182,168,201,204,195
4029,LOC101898127,26,26,26,26,30,28,49,50,36,59,51,45
4030,LOC101898773,7,8,9,8,9,9,9,10,10,12,12,8
4031,LOC101898941,2,1,1,2,2,2,6,6,5,8,9,12
4032,LOC101899117,19,18,15,17,21,13,29,23,21,27,31,25
4033,LOC101899289,14,14,13,14,18,15,50,50,45,57,60,65
4034,LOC101899789,39,32,30,32,35,34,44,37,32,31,42,39
4035,LOC101899963,6,6,7,9,8,7,37,34,32,34,35,36
4036,LOC101900135,8,3,7,9,8,9,15,10,11,10,13,12
4037,LOC101900310,2,1,2,3,1,2,3,1,1,2,2,3
4038,LOC101900832,1,2,1,1,2,1,2,2,1,2,2,2
4039,LOC101900477,0,0,0,0,0,0,1,1,1,1,1,1
4040,LOC101900653,12,8,12,12,12,15,19,21,18,24,22,17
4041,LOC101901005,56,83,60,80,68,62,8,9,6,7,9,7
4042,LOC101888581,1,0,1,1,1,1,2,2,3,2,2,1
4043,LOC105261564,0,0,0,0,0,0,0,0,0,0,0,0
4044,LOC101888757,0,0,0,0,0,0,1,0,1,2,0,0
4045,LOC101888936,0,0,0,0,0,0,0,0,0,0,0,0
4046,LOC101889116,1,0,1,0,0,0,0,2,1,0,0,0
4047,LOC105261417,0,0,0,2,1,2,2,1,2,0,1,1
4048,LOC101889296,0,0,0,0,0,0,0,0,0,0,0,0
4049,LOC101889469,0,0,0,0,0,0,0,0,0,0,0,0
4050,LOC101901352,0,0,0,0,0,0,0,3,1,0,0,0
4051,LOC101901181,0,0,0,2,0,0,1,8,0,0,2,0
4052,LOC101889632,0,0,0,0,0,0,0,0,0,0,0,0
4053,LOC101889801,0,0,0,0,0,0,0,0,0,0,0,0
4054,LOC101889972,0,0,1,0,0,0,0,0,0,0,1,0
4055,LOC101901682,1150,1427,1299,1247,1254,1158,1020,1187,1066,1289,1061,1239
4056,LOC101887389,77,82,84,60,76,67,9,11,8,11,13,11
4057,LOC101887218,1,2,4,3,4,0,433,436,312,447,390,490
4058,LOC109611939,0,0,1,0,0,0,28,21,50,29,31,50
4059,LOC101887561,22,1,23,20,14,22,26,25,8,13,19,22
4060,LOC109611943,0,0,0,0,0,0,0,0,0,0,0,0
4061,LOC101887893,424,499,691,438,556,510,0,0,1,0,0,0
4062,LOC101890305,0,1,3,2,2,3,0,0,0,0,0,0
4063,LOC101888061,1125,873,1683,972,1178,1411,0,0,1,1,0,0
4064,LOC101888244,69,39,69,37,64,56,0,0,0,0,0,0
4065,LOC105261571,0,0,0,0,0,0,0,0,0,0,0,0
4066,LOC101888415,61,64,41,47,64,35,33,38,33,41,35,38
4067,LOC101890477,4,1,2,2,3,3,1,0,1,0,1,1
4068,LOC101890645,0,0,0,0,0,0,0,1,0,1,0,1
4069,LOC109611945,3,1,2,2,2,2,1,1,0,1,0,1
4070,LOC101890820,0,0,0,0,0,0,0,0,0,0,0,0
4071,LOC101890994,1146,1581,1313,1345,1290,1279,121,136,133,156,176,196
4072,LOC101891798,0,0,0,0,0,0,17,14,13,11,13,12
4073,LOC101891169,0,0,0,0,0,0,2,0,0,0,0,0
4074,LOC101891519,5,3,6,6,6,6,9,7,10,10,10,9
4075,LOC101891972,6,4,5,5,5,5,6,4,5,7,8,6
4076,LOC101892145,2,2,2,3,2,2,0,0,0,0,0,0
4077,LOC105261574,2,1,2,0,1,1,0,0,0,0,0,0
4078,LOC105261575,2,2,2,1,2,2,0,0,0,0,0,0
4079,LOC101892312,39,23,32,24,34,39,30,27,30,30,32,33
4080,LOC101892480,5,1,3,3,3,3,5,5,5,5,7,5
4081,LOC101892660,45,25,26,24,36,37,7,10,11,9,7,13
4082,LOC101892838,0,0,0,0,0,0,0,0,0,1,0,1
4083,LOC101893008,6,5,4,5,5,6,6,8,5,7,8,5
4084,LOC101893188,1,1,1,1,1,1,5,7,5,8,6,6
4085,LOC101897091,0,0,0,0,0,0,0,0,0,0,0,0
4086,LOC109611953,0,0,0,0,0,0,0,0,0,0,0,0
4087,LOC101893685,15,14,16,12,15,16,19,14,14,16,16,19
4088,LOC101893915,6,1,8,6,3,7,4,5,2,4,4,4
4089,LOC101894089,277,243,297,289,346,352,1768,1643,1443,1654,1688,1840
4090,LOC101894258,39,33,34,39,37,34,35,37,34,39,38,35
4091,LOC101894422,10,13,13,10,14,10,14,14,12,19,12,13
4092,LOC101897274,28,21,28,25,26,25,40,28,31,43,43,37
4093,LOC101897449,2,2,2,4,1,1,4,3,4,6,3,4
4094,LOC101894584,6,7,6,9,7,6,18,15,19,16,22,23
4095,LOC101894746,8,6,11,7,10,9,5,5,4,4,5,5
4096,LOC101894909,8,14,10,10,12,9,18,15,12,12,20,19
4097,LOC101897618,1,1,1,1,1,1,1,1,1,2,1,2
4098,LOC101897794,0,0,0,0,0,0,2,2,2,2,2,2
4099,LOC101897959,0,0,0,0,1,0,1,1,1,1,1,1
4100,LOC101895537,3,4,3,4,5,5,3,4,4,5,4,4
4101,LOC101898305,0,0,0,0,0,0,0,0,0,0,0,0
4102,LOC101895887,0,0,0,0,0,0,0,0,0,0,0,0
4103,LOC101895712,37,27,35,25,34,31,37,29,32,33,36,38
4104,LOC101896055,6,3,5,5,6,7,15,13,13,14,15,15
4105,LOC101896565,7,6,7,8,10,8,5,6,6,8,6,8
4106,LOC101896747,0,0,0,1,0,0,12,11,10,14,13,10
4107,LOC101898874,7,4,7,6,6,6,5,4,4,5,6,5
4108,LOC105261578,0,0,0,0,0,1,2,2,1,1,1,3
4109,LOC101887618,8,7,6,6,9,7,12,13,10,16,11,15
4110,LOC101887784,2,3,2,3,3,2,6,5,5,5,4,3
4111,LOC101887948,1,1,1,1,1,2,1,2,1,2,1,2
4112,LOC101899224,1,1,2,1,1,1,2,4,3,4,3,3
4113,LOC101899056,32,26,31,23,28,39,23,24,22,28,24,28
4114,LOC101899405,2,2,3,2,3,3,3,3,3,5,4,4
4115,LOC101899577,5,2,4,5,5,4,4,4,3,5,4,4
4116,LOC101899964,26,19,23,17,26,24,29,30,29,28,25,32
4117,LOC101888118,1,0,0,1,1,1,2,2,1,1,2,2
4118,LOC101888294,8,9,8,8,10,8,10,13,13,10,10,12
4119,LOC101900136,5,2,3,3,3,4,52,19,30,28,31,37
4120,LOC101900311,0,0,0,0,0,0,0,0,0,0,0,0
4121,LOC101900478,3,3,3,3,3,3,16,14,13,17,15,16
4122,LOC101888467,12,10,17,12,14,12,0,0,0,0,0,0
4123,LOC101900654,2,0,2,1,1,2,0,1,0,0,1,0
4124,LOC101888637,1,0,1,0,1,0,0,0,0,0,0,0
4125,LOC101888993,0,0,0,0,0,0,0,0,0,0,0,0
4126,LOC101900833,1,1,1,1,1,1,2,2,2,2,2,2
4127,LOC101901006,14,10,11,12,13,13,26,29,25,31,28,36
4128,LOC101889171,2,4,2,2,2,2,4,4,4,3,5,4
4129,LOC101901299,5,4,3,3,3,3,5,7,6,9,6,7
4130,LOC101901459,6,3,5,5,6,6,6,6,5,7,7,7
4131,LOC101901740,6,8,7,6,6,6,4,9,5,10,8,7
4132,LOC101889348,4,2,2,3,3,4,5,7,4,6,5,6
4133,LOC101889523,6,7,7,8,7,7,5,6,5,5,4,5
4134,LOC101887276,23,24,23,27,27,23,13,15,13,15,15,14
4135,LOC101887442,120,13,11,42,11,69,152,105,40,93,98,149
4136,LOC101889683,0,0,0,0,0,0,1,0,0,1,0,0
4137,LOC101889856,1044,1170,1161,892,1158,1235,410,404,316,368,340,330
4138,LOC101890306,0,0,0,0,0,0,0,0,0,0,0,0
4139,LOC101890478,0,0,0,0,0,0,2,1,1,1,2,1
4140,LOC101890024,17,19,17,19,18,16,28,30,23,35,28,33
4141,LOC105261579,3,3,3,5,3,1,4,4,1,4,1,4
4142,LOC101890995,9,5,7,10,9,8,14,8,11,17,13,18
4143,LOC101892382,2,1,1,1,1,1,2,2,2,3,2,2
4144,LOC101892554,0,0,0,0,0,0,1,1,1,1,1,1
4145,LOC101891170,2,1,2,1,2,2,2,2,2,3,2,3
4146,LOC101892723,1,0,1,0,1,1,0,0,0,0,0,0
4147,LOC101892897,0,0,0,0,0,0,0,0,0,0,0,0
4148,LOC101891341,21,16,19,16,21,22,1,2,1,2,2,2
4149,LOC101893069,0,0,0,0,0,0,0,0,0,1,1,0
4150,LOC101891629,17,11,16,14,16,21,1,1,1,1,1,1
4151,LOC101891799,13,11,12,12,13,12,28,26,26,29,28,29
4152,LOC101893246,0,0,0,0,0,0,0,0,0,0,0,0
4153,LOC105261580,0,0,0,0,0,0,0,0,0,0,1,0
4154,LOC101893747,0,0,0,0,0,0,1,0,1,1,1,0
4155,LOC101893916,0,0,0,0,0,0,0,0,0,0,0,0
4156,LOC101894259,0,0,0,0,0,0,0,0,1,1,1,1
4157,LOC101892091,2,2,2,2,4,3,7,6,7,7,9,8
4158,LOC101894747,0,0,0,0,0,0,0,0,0,0,0,0
4159,LOC101895299,0,0,0,0,0,0,0,0,0,0,0,0
4160,LOC101895129,0,0,0,0,0,0,0,0,0,0,1,0
4161,LOC101895468,0,0,0,0,0,0,0,0,0,0,0,0
4162,LOC101895650,0,0,0,0,0,0,0,0,0,0,0,0
4163,LOC101896748,0,0,0,0,0,0,1,1,1,1,1,1
4164,LOC101896116,8,8,6,9,9,10,31,25,25,27,33,35
4165,LOC101895825,19,9,13,19,15,18,338,286,290,309,318,323
4166,LOC101897092,0,0,0,0,0,0,0,0,0,0,0,1
4167,LOC101896278,0,0,0,0,1,0,105,105,81,73,116,138
4168,LOC101896566,0,0,1,1,1,0,41,32,37,33,38,32
4169,LOC101897275,10,6,9,9,9,9,6,7,5,5,6,6
4170,LOC101897450,1,3,1,3,1,1,1,1,1,1,1,1
4171,LOC101898306,0,0,0,0,0,0,1,0,1,1,1,0
4172,LOC101898476,0,0,0,0,0,0,0,0,0,0,0,0
4173,LOC101898646,0,0,0,0,0,0,0,0,0,0,0,0
4174,LOC101898817,1,1,1,1,1,1,2,2,2,3,3,2
4175,LOC101898993,1,2,1,1,1,2,2,2,2,3,2,3
4176,LOC101897619,1022,1356,1046,1159,1175,1027,1057,1169,1057,1298,1058,1193
4177,LOC101897795,91,71,73,58,85,85,81,65,71,63,77,78
4178,LOC101899166,0,0,0,0,0,0,1,5,4,3,2,4
4179,LOC101898129,0,0,0,0,0,0,0,0,0,0,0,0
4180,LOC101899344,0,0,0,0,0,0,0,0,0,0,0,0
4181,LOC101899519,0,0,0,0,0,0,0,0,0,1,1,0
4182,LOC101899674,1,0,1,1,1,1,1,1,2,1,2,1
4183,LOC101899849,25,27,25,24,24,24,36,42,35,43,40,45
4184,LOC101900017,21,18,17,15,17,18,112,86,84,76,91,103
4185,LOC101900189,3,3,2,3,3,3,5,4,5,5,4,5
4186,LOC101900479,41,36,38,30,41,40,18,16,13,20,19,19
4187,LOC101901571,0,0,0,0,1,0,0,1,0,1,0,0
4188,LOC101900655,9,6,9,10,10,9,27,33,30,33,37,31
4189,LOC105261445,13,8,12,12,12,12,37,45,38,45,53,45
4190,LOC101900834,5,6,5,7,6,5,10,8,7,11,11,10
4191,LOC101901007,5,3,4,5,4,4,21,16,21,27,26,25
4192,LOC101901408,344,446,394,337,398,388,2,7,3,3,5,5
4193,LOC105261581,13,36,21,25,24,19,1,1,1,2,1,0
4194,LOC101887219,1,1,1,1,1,1,3,2,3,3,3,3
4195,LOC101887562,41,38,40,39,38,36,43,44,28,46,40,36
4196,LOC101888062,23,17,17,18,23,19,7,8,7,7,7,7
4197,LOC101888346,5,5,5,7,5,6,6,6,6,7,6,8
4198,LOC101888519,200,235,236,190,209,208,68,103,78,88,81,81
4199,LOC101888696,111,131,103,126,157,122,304,284,243,261,293,298
4200,LOC101888876,23,20,24,17,21,22,15,14,13,15,16,16
4201,LOC101889052,580,582,540,460,652,559,312,241,289,155,338,327
4202,LOC101889229,10,8,10,7,9,9,6,5,6,7,6,7
4203,LOC101889403,4,3,4,4,4,5,7,7,8,7,8,6
4204,LOC105261583,0,0,0,0,3,0,19,28,20,17,17,16
4205,LOC101890530,0,0,0,3,18,0,551,542,512,798,598,599
4206,LOC105261584,0,0,0,0,0,0,0,1,0,1,1,1
4207,LOC101890702,0,0,0,0,0,0,2,3,3,3,3,3
4208,LOC101891573,12,9,10,8,8,13,3,8,4,11,4,5
4209,LOC101891746,0,0,0,0,0,0,0,0,0,1,0,0
4210,LOC101890876,1,1,2,1,2,1,30,44,44,58,54,58
4211,LOC101891047,0,0,0,0,0,0,0,0,0,0,0,0
4212,LOC101891220,0,0,0,0,0,0,0,0,1,0,0,0
4213,LOC101891395,1,1,1,2,2,1,122,89,96,96,91,99
4214,LOC101891918,0,0,0,0,0,0,0,0,0,0,0,1
4215,LOC101892092,0,0,0,0,0,0,0,0,0,1,0,0
4216,LOC101892383,10,7,8,9,8,10,9,5,10,7,11,11
4217,LOC101895300,0,0,0,0,0,0,1,0,1,1,1,1
4218,LOC101895130,0,0,0,0,0,0,0,0,0,0,0,0
4219,LOC101895469,0,0,0,0,0,0,0,0,0,0,0,0
4220,LOC101892780,6,5,8,8,6,5,8,6,9,11,7,8
4221,LOC101892954,5,4,5,5,5,5,10,10,8,11,12,12
4222,LOC101893131,14,11,15,16,15,15,33,33,28,41,37,39
4223,LOC101893850,18,12,17,15,18,16,26,26,24,29,28,27
4224,LOC101895651,2,1,1,1,1,1,2,2,1,3,2,3
4225,LOC101893686,0,1,0,0,0,0,1,2,1,3,1,3
4226,LOC101893413,72,97,87,62,63,58,92,111,82,102,83,106
4227,LOC101895826,3,3,3,3,3,4,5,5,5,7,7,6
4228,LOC101896002,0,0,0,0,1,0,7,3,8,6,8,6
4229,LOC101894145,18,12,15,13,15,15,23,20,22,28,27,28
4230,LOC101894317,25,20,27,25,25,26,28,25,27,32,33,31
4231,LOC101894697,34,31,38,36,36,30,16,11,10,13,15,18
4232,LOC101894855,9,9,9,9,10,9,15,13,13,17,15,17
4233,LOC109611976,0,0,0,0,0,0,0,0,0,0,0,0
4234,LOC101896161,2,1,2,3,2,2,4,3,3,5,3,4
4235,LOC101896332,0,0,0,0,0,0,0,0,0,1,1,0
4236,LOC101896691,2,1,2,2,2,2,2,2,2,2,2,2
4237,LOC101896509,47,43,42,37,46,40,39,38,39,38,37,47
4238,LOC101897160,69,58,61,60,61,63,103,96,82,103,96,106
4239,LOC101901182,5,5,4,4,4,4,5,6,4,5,5,5
4240,LOC101896984,2,2,3,2,2,2,4,4,3,3,3,4
4241,LOC101897337,13,10,11,10,11,10,11,11,10,11,12,12
4242,LOC101901353,0,0,0,0,0,0,0,0,1,1,0,1
4243,LOC101897960,11,8,10,12,10,9,64,54,56,68,66,71
4244,LOC109611617,2,2,2,4,4,3,1,2,1,2,2,3
4245,LOC101901517,2,2,2,2,2,3,42,37,41,36,36,39
4246,LOC101898130,6,4,6,6,6,6,5,4,5,6,6,6
4247,LOC101901683,1,1,0,1,1,1,1,1,1,2,1,1
4248,LOC101898423,9,8,9,8,8,9,5,6,5,6,8,7
4249,LOC101898774,2,2,2,2,2,2,3,3,2,4,3,3
4250,LOC101898598,124,76,125,104,112,128,50,60,46,53,60,55
4251,LOC101899167,11,10,11,9,13,12,21,17,18,22,23,27
4252,LOC101899345,21,19,21,17,22,19,37,36,33,40,37,42
4253,LOC101899520,31,30,31,27,31,28,20,18,14,19,19,20
4254,LOC101900656,0,0,0,0,0,0,2,1,2,2,2,1
4255,LOC101900480,0,0,0,0,0,0,5,10,11,9,8,7
4256,LOC101900312,0,0,0,0,0,0,15,14,17,14,15,19
4257,LOC101900835,0,0,0,0,0,1,8,8,8,8,10,12
4258,LOC101900137,1,1,1,1,1,1,14,13,11,8,14,11
4259,LOC101899965,0,0,1,1,1,0,38,29,37,28,37,42
4260,LOC101899790,1,2,1,2,2,1,21,16,18,15,19,19
4261,LOC105261587,0,0,0,0,0,0,1,0,1,0,0,0
4262,LOC101887220,0,0,0,0,0,0,11,10,12,8,11,12
4263,LOC101887390,0,0,0,0,0,0,0,0,0,0,0,0
4264,LOC101889297,0,0,0,0,0,0,0,1,0,0,0,0
4265,LOC101887563,27,21,23,28,39,28,370,360,284,353,423,357
4266,LOC101887949,4,3,4,5,3,3,7,7,6,10,7,8
4267,LOC105261588,3,3,3,2,2,1,3,2,1,1,1,0
4268,LOC105261589,24,17,18,12,21,18,8,8,8,9,10,7
4269,LOC101888119,3,2,3,1,2,1,3,3,2,1,3,1
4270,LOC101888295,1,2,1,1,1,1,2,2,1,2,1,3
4271,LOC101888468,16,19,17,25,16,15,14,15,9,17,13,13
4272,LOC101888758,5,5,5,6,5,6,6,6,5,6,5,6
4273,LOC101888937,2,1,2,1,2,2,1,2,1,3,1,2
4274,LOC101889633,0,0,0,0,0,0,1,1,1,1,1,1
4275,LOC101889117,2,2,2,2,2,2,3,4,2,4,3,3
4276,LOC101889802,80,116,91,89,74,80,33,28,27,25,27,33
4277,LOC101889973,5,4,4,4,5,4,7,7,7,10,8,8
4278,LOC101890137,8,4,6,8,8,6,5,4,5,6,6,5
4279,LOC101890307,607,516,601,599,647,655,121,118,105,118,127,109
4280,LOC101890586,352,353,344,261,346,343,71,53,86,83,83,79
4281,LOC101890757,1,1,1,1,1,0,1,1,1,2,2,1
4282,LOC101891048,78,84,83,82,87,79,147,148,156,129,129,163
4283,LOC101891521,1,2,0,2,2,1,2,3,1,3,2,1
4284,LOC101891698,1,0,0,0,1,0,2,2,1,3,2,2
4285,LOC101891221,0,0,0,0,0,0,2,2,2,2,2,3
4286,LOC109611983,0,0,0,0,0,0,0,0,0,0,0,0
4287,LOC101893189,1,1,1,1,1,1,1,1,1,1,2,1
4288,LOC101892041,21,20,17,14,20,19,2,1,2,2,1,3
4289,LOC101893349,29,27,31,20,23,23,0,1,1,1,0,1
4290,LOC101892216,40,42,23,35,39,16,1,7,10,8,4,6
4291,LOC101892384,8,7,9,6,6,7,8,10,8,9,7,9
4292,LOC101893518,2,2,2,2,1,2,4,3,3,6,5,4
4293,LOC101893687,0,0,0,0,1,0,5,5,2,5,2,2
4294,LOC105261590,0,0,0,0,1,0,4,3,3,3,2,5
4295,LOC101892555,86,96,94,93,95,92,72,81,80,98,83,89
4296,LOC101893851,9,5,7,8,8,6,3,3,3,3,3,2
4297,LOC101892724,4,5,4,5,6,4,56,48,44,54,54,54
4298,LOC101892898,4,3,2,3,6,3,109,81,86,74,99,87
4299,LOC101894201,0,0,0,0,0,0,0,0,0,0,0,0
4300,LOC101894374,0,0,0,0,0,0,0,0,0,0,0,0
4301,LOC101894024,13,18,19,22,15,13,7,8,9,9,10,9
4302,LOC101894537,1,1,2,1,2,1,1,1,2,1,2,2
4303,LOC101894698,0,0,1,1,0,0,1,2,2,2,2,2
4304,LOC101894856,0,0,0,0,0,0,2,3,2,4,3,4
4305,LOC101895023,0,0,0,0,0,0,0,0,0,0,0,0
4306,LOC101895189,0,0,0,0,0,0,0,0,0,0,0,0
4307,LOC101895362,0,0,0,0,0,0,0,0,0,0,0,0
4308,LOC101895538,0,0,0,0,0,0,0,0,0,0,0,0
4309,LOC105261593,74,67,88,63,80,88,33,26,36,44,41,39
4310,LOC101897796,0,0,0,0,0,0,0,0,0,0,0,0
4311,LOC101895713,1,0,0,0,1,1,1,1,1,2,1,1
4312,LOC101895888,111,113,126,85,113,121,29,30,25,24,28,33
4313,LOC101896162,52,45,42,24,74,64,114,88,112,111,119,104
4314,LOC101896450,7,5,7,6,6,6,5,5,6,5,5,6
4315,LOC101896631,0,0,0,0,1,1,2,2,1,4,2,2
4316,LOC101897961,0,0,0,0,0,0,9,2,2,9,8,8
4317,LOC101898131,0,0,0,0,0,0,0,0,0,1,0,0
4318,LOC101896813,6,3,4,5,6,5,4,4,5,5,5,5
4319,LOC109611987,1,1,1,1,1,1,2,2,1,2,2,2
4320,LOC101897093,0,0,0,0,1,0,14,16,13,11,13,18
4321,LOC101897276,0,0,0,0,0,0,2,2,3,2,2,2
4322,LOC101898307,0,0,0,0,0,0,0,0,0,0,0,0
4323,LOC101898477,0,0,0,0,0,0,0,0,0,0,0,0
4324,LOC101898647,0,0,0,0,0,0,0,0,0,0,0,0
4325,LOC101897451,0,0,0,1,1,0,16,13,11,8,10,15
4326,LOC109611990,1,1,1,1,2,1,2,3,1,3,3,3
4327,LOC101900657,2,1,1,2,1,1,3,4,3,4,4,3
4328,LOC101898818,1,1,1,1,1,2,2,2,2,3,2,2
4329,LOC101898994,13,14,12,13,14,11,24,21,18,22,25,27
4330,LOC101899168,48,36,46,40,47,45,79,67,63,74,80,78
4331,LOC101900836,7,3,7,6,6,8,12,9,10,11,12,13
4332,LOC101901009,1,1,1,1,1,1,1,1,1,2,1,2
4333,LOC101899521,0,1,1,3,1,0,20,38,29,54,30,35
4334,LOC101899346,3,1,3,2,2,2,3,3,2,3,4,3
4335,LOC101901183,2,1,1,2,2,2,4,4,4,4,3,6
4336,LOC101899675,2,2,1,2,2,1,2,3,2,4,3,3
4337,LOC101899850,1,1,1,2,1,1,2,2,2,3,2,3
4338,LOC101901518,0,0,0,0,0,0,0,0,0,0,0,0
4339,LOC101900018,326,332,315,331,359,354,121,112,105,126,124,120
4340,LOC101900190,41,31,35,42,41,42,103,104,81,136,106,115
4341,LOC101900481,38,21,29,32,50,37,48,42,54,46,56,50
4342,LOC105261594,4,2,3,2,4,2,0,1,1,0,0,1
4343,LOC101887391,0,0,0,1,0,0,6,3,3,4,5,5
4344,LOC101887564,10,12,31,12,6,17,60,38,28,37,61,55
4345,LOC101888002,0,0,0,0,0,1,1,0,0,0,0,1
4346,LOC105261595,0,0,0,0,0,0,0,0,0,0,0,0
4347,LOC101888347,1,0,1,0,1,0,5,7,6,9,6,6
4348,LOC101887729,12,11,12,12,14,13,153,165,134,180,150,159
4349,LOC101888520,8,5,9,10,10,9,18,16,18,20,18,17
4350,LOC101889053,2,1,1,2,2,2,2,2,2,2,2,3
4351,LOC101889349,44,38,43,45,52,49,49,43,42,48,52,56
4352,LOC101890758,11,9,11,9,10,8,1,1,1,1,1,1
4353,LOC101890931,3,2,2,2,3,3,4,3,5,3,4,5
4354,LOC101889524,147,164,150,99,143,117,5,9,5,5,10,6
4355,LOC101889684,46,61,51,39,50,42,26,33,30,30,28,31
4356,LOC101889857,5,5,6,4,5,5,7,6,7,7,7,7
4357,LOC101891103,0,0,0,0,0,0,0,0,0,0,0,0
4358,LOC101891274,2,2,2,2,3,2,6,7,4,6,6,6
4359,LOC101890026,2,1,2,2,2,3,7,8,7,8,8,8
4360,LOC101891449,2,4,4,3,3,3,6,5,4,7,6,6
4361,LOC101891630,1,1,2,2,1,1,1,2,1,3,2,2
4362,LOC101890417,5,4,6,3,6,3,8,8,8,7,7,7
4363,LOC101890587,76,79,75,65,75,73,221,222,178,220,218,234
4364,LOC101891800,0,0,0,0,0,0,0,0,0,0,0,0
4365,LOC109611997,0,0,0,0,0,0,0,0,0,0,0,0
4366,LOC101891973,0,0,0,0,0,0,0,0,0,0,0,0
4367,LOC105261597,0,0,0,0,0,0,0,0,0,0,0,0
4368,LOC101892313,0,0,0,0,0,0,0,0,0,0,0,0
4369,LOC109611998,0,0,0,0,0,0,0,0,0,0,0,0
4370,LOC101892481,3,2,3,5,3,4,4,4,4,5,5,4
4371,LOC101893009,0,0,0,0,0,0,0,0,0,0,1,0
4372,LOC101892839,0,0,0,1,0,1,0,0,0,0,0,0
4373,LOC101892661,0,0,0,0,0,0,0,0,0,0,0,0
4374,LOC109612003,0,1,0,0,2,0,0,0,0,0,0,0
4375,LOC105261598,0,0,1,0,0,1,0,0,0,0,0,0
4376,LOC101893190,0,0,0,0,0,0,0,0,0,0,0,0
4377,LOC101894146,0,1,0,1,0,1,0,0,0,0,0,1
4378,LOC101893852,0,0,0,0,0,0,0,1,0,0,0,0
4379,LOC101893688,0,0,0,0,0,0,0,0,0,0,0,0
4380,LOC101893350,0,0,0,0,0,0,0,0,0,0,0,0
4381,LOC109612002,3,1,3,2,3,4,2,1,2,2,2,2
4382,LOC101894318,0,0,0,0,0,0,0,1,0,0,0,0
4383,LOC101894482,5,3,4,4,5,5,23,17,25,40,31,28
4384,LOC101895190,72,52,67,75,77,73,119,111,101,125,127,118
4385,LOC101896388,1,1,1,1,1,1,3,3,3,4,3,4
4386,LOC101895363,2,2,1,1,2,2,23,26,23,32,28,27
4387,LOC101896567,0,0,0,0,0,0,0,0,0,0,0,0
4388,LOC101896749,0,0,0,0,0,0,0,0,0,0,1,0
4389,LOC105261602,0,0,0,0,0,0,0,1,0,0,1,0
4390,LOC109612004,0,0,0,0,0,0,0,0,0,0,0,0
4391,LOC105261600,0,0,0,0,0,0,0,0,0,0,0,0
4392,LOC109612008,0,0,0,0,0,0,0,0,0,0,0,0
4393,LOC101895539,10,10,11,6,11,11,14,13,14,14,13,17
4394,LOC101895889,2,1,2,2,2,2,5,4,5,5,5,5
4395,LOC101895714,16,15,18,17,19,14,190,179,192,201,178,224
4396,LOC101896056,133,122,136,111,144,151,378,313,275,370,335,360
4397,LOC101896216,49,39,30,28,43,32,74,40,42,50,40,42
4398,LOC101896921,0,0,0,0,0,0,0,0,0,0,0,0
4399,LOC105261603,0,0,0,0,0,0,0,0,0,0,0,0
4400,LOC109612010,6,3,3,6,5,4,21,15,17,21,19,19
4401,LOC101899290,0,0,0,0,0,0,0,0,0,0,0,0
4402,LOC101899465,0,0,0,0,0,0,0,0,0,0,0,0
4403,LOC109612013,631,1164,708,574,565,462,731,1013,902,623,527,627
4404,LOC101899624,36,45,48,41,40,39,447,588,210,377,341,276
4405,LOC101897094,60,121,60,65,64,54,6,10,5,8,8,5
4406,LOC101897277,425,682,568,385,483,385,19,39,20,34,51,31
4407,LOC101897452,8,27,11,11,13,7,0,0,0,0,0,0
4408,LOC101899791,3,2,2,1,1,1,2,4,2,2,1,1
4409,LOC101897621,37,87,45,8,25,9,14,22,16,20,21,11
4410,LOC101899966,0,0,0,0,0,0,0,0,0,0,0,0
4411,LOC101897797,0,0,0,0,0,0,1,0,1,1,2,1
4412,LOC101900138,0,0,0,0,0,0,0,0,0,0,0,0
4413,LOC101897962,0,0,0,0,1,0,24,22,17,24,25,26
4414,LOC105261604,0,0,0,0,0,0,2,8,3,3,2,4
4415,LOC101898132,20,11,9,4,7,12,28,24,26,20,33,33
4416,LOC101898308,15,8,12,11,12,14,7,8,7,6,9,7
4417,LOC105261605,0,0,0,0,1,0,2,3,2,2,0,3
4418,LOC101900313,0,0,0,0,1,0,5,8,1,20,10,1
4419,LOC101898478,133,127,125,141,136,200,76,68,73,96,89,122
4420,LOC101898775,17,18,12,15,13,16,12,12,9,11,11,12
4421,LOC101898942,5,7,5,5,5,6,13,8,13,8,12,16
4422,LOC101899118,10,6,10,9,8,11,7,4,6,9,6,8
4423,LOC101900658,36,22,36,21,34,43,1,1,1,2,2,2
4424,LOC101900837,2,2,2,2,2,2,2,3,2,3,3,2
4425,LOC101901010,0,0,0,0,0,0,0,0,0,0,1,0
4426,LOC101901355,0,0,0,0,0,0,0,0,1,1,1,1
4427,LOC101901684,0,0,0,0,0,0,0,0,0,0,0,0
