,gene_names,Ecoli_Gut_1,Ecoli_Gut_2,Ecoli_Gut_3,Control_Gut_1,Control_Gut_2,Control_Gut_3,Ecoli_Carcass_1,Ecoli_Carcass_2,Ecoli_Carcass_3,Control_Carcass_1,Control_Carcass_2,Control_Carcass_3
13325,LOC101890217,0,0,0,12,44,0,198,88,98,120,209,139
13326,LOC101890391,2576,545,3511,2101,772,3466,913,1048,15,496,1722,432
13327,LOC101890559,8,5,14,10,7,14,1,1,0,5,7,0
13328,LOC101890730,1,0,2,1,2,0,2,2,1,3,1,0
13329,LOC101890906,106,58,118,73,70,115,10,10,0,11,16,5
13330,LOC109614047,0,0,0,0,0,0,0,0,0,0,0,0
13331,LOC101891082,4,4,5,6,5,5,4,6,5,9,7,7
13332,LOC101891254,11,8,10,8,10,11,12,11,10,12,12,13
13333,LOC101891429,1,1,1,1,1,1,2,2,2,2,2,2
13334,LOC101891727,16,12,16,15,15,14,4,4,4,5,4,4
13335,LOC101891898,1,0,1,2,1,1,2,2,1,3,1,2
13336,LOC101892073,1,1,1,1,1,1,0,1,0,1,1,1
13337,LOC101892247,0,0,0,0,0,0,0,0,0,0,0,0
13338,LOC105262347,0,0,0,0,0,0,0,0,0,0,0,0
13339,LOC109614048,0,0,0,0,0,0,0,0,0,0,0,0
13340,LOC101892587,0,0,0,0,0,0,0,0,1,1,0,0
13341,LOC101892418,0,0,0,0,0,0,0,1,0,0,0,0
13342,LOC101892932,0,0,0,0,0,0,0,0,0,0,0,0
13343,LOC101892758,0,0,0,0,0,0,0,0,0,0,0,0
13344,LOC101893109,0,0,0,0,0,0,0,0,0,0,0,0
13345,LOC109614049,0,0,0,0,0,0,0,0,0,0,0,0
13346,LOC105262348,0,0,0,0,0,0,1,1,1,1,1,1
13347,LOC101893282,7,4,5,6,6,7,12,11,9,13,12,14
13348,LOC101893613,0,0,0,0,0,0,0,0,0,0,0,0
13349,LOC101893780,0,0,0,0,0,0,0,0,0,0,0,0
13350,LOC109614050,0,0,0,0,0,0,0,0,0,0,0,0
13351,LOC101893951,0,0,0,0,0,0,0,0,0,0,0,0
13352,LOC105262349,0,0,0,0,0,1,2,5,1,6,4,2
13353,LOC101894124,0,0,0,0,0,1,0,0,0,0,0,0
13354,LOC101894295,3,1,1,2,0,3,5,1,1,1,1,1
13355,LOC101894459,5,3,6,6,3,3,5,5,11,4,4,5
13356,LOC105262350,6,4,4,5,5,5,6,3,5,4,6,6
13357,LOC101894624,0,0,0,0,0,0,2,3,5,2,2,4
13358,LOC101894781,0,0,0,0,0,0,0,1,0,0,0,0
13359,LOC101894948,0,0,0,0,0,0,0,0,0,1,0,0
13360,LOC101896033,5,5,5,9,5,5,20,16,17,26,19,24
13361,LOC101896194,0,0,0,0,0,0,0,0,0,0,0,0
13362,LOC101895108,5,4,5,5,6,5,8,10,7,12,9,11
13363,LOC101895395,12,10,11,10,12,12,17,19,14,19,18,19
13364,LOC101895575,26,25,28,25,28,26,14,13,11,14,13,14
13365,LOC101895751,19,16,17,21,18,18,17,16,15,20,18,16
13366,LOC101896486,9,6,7,7,9,9,11,10,9,12,11,11
13367,LOC101897136,0,0,0,0,0,0,0,0,0,0,0,0
13368,LOC101897318,0,0,0,0,0,0,1,1,1,1,1,1
13369,LOC109614051,0,0,0,0,0,0,3,2,2,0,1,2
13370,LOC101897658,0,1,1,0,0,1,14,15,18,21,24,24
13371,LOC101898342,0,0,0,0,0,0,0,0,0,0,0,0
13372,LOC101897833,0,0,0,0,0,0,0,0,0,0,0,0
13373,LOC101897993,0,0,0,0,0,0,0,0,0,0,0,0
13374,LOC101898166,0,0,0,0,0,0,0,0,0,0,0,0
13375,LOC101898519,4,5,4,5,3,3,8,9,8,8,7,8
13376,LOC101898690,1,0,0,0,0,0,7,4,4,7,9,6
13377,LOC101899719,86,63,104,69,70,129,24,23,13,18,28,9
13378,LOC101898855,28,30,30,28,33,30,46,49,45,40,45,52
13379,LOC101899205,4,3,4,4,2,3,6,6,4,7,5,5
13380,LOC101899035,25,19,24,19,21,23,21,23,24,25,19,24
13381,LOC101899387,1,2,1,1,2,2,6,4,3,4,4,6
13382,LOC101899559,6,6,6,6,7,5,7,5,6,8,7,8
13383,LOC101899892,3,2,2,2,2,2,5,4,4,5,4,6
13384,LOC105262351,0,0,0,0,0,0,0,0,0,1,0,0
13385,LOC101900231,0,0,0,0,0,0,0,0,0,0,0,0
13386,LOC101900405,4,3,4,3,3,3,3,4,4,4,4,4
13387,LOC101900579,2,1,4,2,1,4,4,3,3,3,7,8
13388,LOC101900756,1,0,1,1,1,1,5,5,5,5,6,6
13389,LOC101901494,0,0,0,0,0,0,4,3,5,8,6,4
13390,LOC101901823,1,0,0,0,0,0,1,1,1,1,0,2
13391,LOC101887363,0,0,0,0,0,0,0,0,0,0,0,0
13392,LOC105262352,14,8,13,14,15,15,0,1,0,0,0,0
13393,LOC101887533,7,4,8,7,7,6,1,1,1,1,1,1
13394,LOC101887704,753,709,694,633,831,711,3222,3312,2394,3102,3080,3313
13395,LOC105262354,1,0,0,1,0,0,0,0,0,1,1,0
13396,LOC101887866,38,37,35,32,40,38,38,33,29,43,40,37
13397,LOC109614057,0,0,0,0,0,0,0,0,0,0,0,0
13398,LOC101888036,0,0,0,0,0,0,0,0,0,0,0,0
13399,LOC101888217,1,0,1,0,0,0,1,0,0,0,0,0
13400,LOC101888554,16,10,9,13,17,12,18,11,12,19,24,14
13401,LOC101888675,0,2,1,1,1,2,1,1,0,2,2,3
13402,LOC101888850,5345,6072,5566,5612,4817,5227,138,190,8,205,261,96
13403,LOC101889779,11618,10191,11055,10163,9306,10399,515,821,22,788,953,404
13404,LOC109614058,18711,18039,16732,15816,14469,15463,784,1336,39,1200,1484,636
13405,LOC101889951,2,1,0,1,1,1,0,1,0,0,0,0
13406,LOC101889208,8438,9679,10687,7815,10637,11306,63,49,9,95,165,49
13407,LOC101889501,374,357,363,348,395,350,546,533,478,570,586,551
13408,LOC101890116,0,0,0,0,0,0,0,0,0,0,0,0
13409,LOC101891315,2,2,2,2,2,3,1,1,1,1,1,1
13410,LOC101890280,3,0,0,0,0,3,1,0,0,1,1,2
13411,LOC101890685,34,34,30,32,35,34,16,15,16,17,15,15
13412,LOC101891491,5,6,4,7,4,4,9,9,8,11,10,9
13413,LOC101890859,0,0,0,0,0,0,0,0,0,0,0,0
13414,LOC101891675,0,0,0,0,0,0,0,0,0,0,0,0
13415,LOC101891843,4,1,1,1,1,1,0,0,0,0,0,0
13416,LOC101891032,12,6,10,7,12,12,25,18,15,28,19,25
13417,LOC101892015,4,2,3,3,3,3,18,16,13,17,17,17
13418,LOC101892464,2,2,2,3,3,2,6,7,7,8,8,6
13419,LOC109614062,0,0,0,0,0,0,0,0,0,0,0,0
13420,LOC101892875,9,7,9,8,9,10,6,6,5,7,6,6
13421,LOC109614061,0,0,0,0,0,0,0,0,0,0,0,0
13422,LOC101893045,7,3,6,6,8,8,12,9,10,12,14,12
13423,LOC101893224,0,0,0,1,0,0,29,43,30,29,33,29
13424,LOC101893669,1,1,1,1,2,2,3,3,3,3,3,3
13425,LOC109614065,0,0,0,0,0,0,0,0,0,1,0,0
13426,LOC109614064,0,0,0,0,0,0,0,0,0,0,0,0
13427,LOC101893830,0,0,0,0,0,0,1,0,1,1,1,1
13428,LOC109611598,11,9,11,8,11,8,14,14,14,15,12,15
13429,LOC101894296,62,67,65,49,74,69,15,16,14,15,14,18
13430,LOC101894460,0,0,0,0,0,0,2,1,2,3,3,2
13431,LOC101894625,13,17,17,9,15,14,63,58,48,35,52,61
13432,LOC101894888,0,0,0,0,0,0,0,0,0,0,0,0
13433,LOC101895165,9,4,5,4,6,6,12,14,11,14,15,18
13434,LOC101895508,1,0,1,0,1,0,2,1,2,3,2,3
13435,LOC101895337,10,6,11,8,10,9,11,11,10,11,10,11
13436,LOC101895687,6,8,7,8,6,6,4,5,4,5,4,4
13437,LOC101896034,0,0,0,0,0,0,0,0,0,0,0,0
13438,LOC101896195,2,2,2,2,4,3,4,4,4,4,5,4
13439,LOC101898453,1,1,0,0,0,1,0,0,0,0,0,0
13440,LOC101896548,0,0,0,0,0,0,0,0,0,0,1,1
13441,LOC101896371,114,97,105,100,110,103,73,61,71,73,80,72
13442,LOC101898625,13,11,14,11,15,13,9,10,7,9,10,8
13443,LOC101898802,0,0,0,0,0,0,0,0,0,0,0,0
13444,LOC101896727,5,7,6,7,6,6,4,3,4,4,6,5
13445,LOC101896902,30,27,35,27,27,38,23,24,23,26,20,24
13446,LOC101897073,6,6,6,5,6,5,8,9,7,10,8,8
13447,LOC101897251,32,20,30,24,28,28,10,10,11,11,12,12
13448,LOC101898976,0,0,0,0,0,0,0,0,0,0,0,0
13449,LOC101897777,0,0,0,0,0,0,2,1,2,3,2,2
13450,LOC101897938,6,5,4,5,6,5,6,7,5,8,6,7
13451,LOC101898105,0,0,0,0,0,0,1,1,1,1,2,1
13452,LOC101898283,7,4,6,9,8,4,664,488,532,453,532,582
13453,LOC101899151,0,0,0,0,0,0,0,0,0,0,0,0
13454,LOC101899324,0,0,0,0,0,0,0,0,0,0,0,0
13455,LOC101899500,0,0,0,0,0,0,0,0,0,0,0,0
13456,LOC101900580,39,31,38,34,42,35,29,23,29,32,27,32
13457,LOC101900757,5,4,5,6,5,4,6,6,5,8,7,7
13458,LOC101900933,84,106,101,90,102,98,2,3,2,4,5,5
13459,LOC101892356,1,0,1,1,1,1,1,1,1,2,2,2
13460,LOC101901221,62,69,77,74,74,76,30,31,33,41,34,38
13461,LOC101891492,52,56,63,39,52,55,24,22,23,20,22,29
13462,LOC109614083,0,0,0,0,0,0,0,0,0,0,0,0
13463,LOC101892524,0,0,0,0,0,0,0,0,0,0,0,0
13464,LOC101890969,0,0,0,0,0,0,1,1,0,1,1,0
13465,LOC101890795,26,30,28,24,25,22,26,35,30,37,27,30
13466,LOC101890623,24,20,25,29,26,25,52,37,45,56,52,56
13467,LOC101890454,18,18,18,20,21,20,18,22,18,28,20,23
13468,LOC101890281,3,3,3,3,4,3,7,6,6,8,7,7
13469,LOC101889662,24,16,22,22,22,23,43,39,38,51,51,48
13470,LOC101889502,46,42,44,46,47,44,60,57,50,72,65,64
13471,LOC101888974,31,29,35,30,34,34,24,21,23,30,27,24
13472,LOC101888795,3,1,2,2,2,2,3,2,2,4,3,4
13473,LOC101892699,0,0,0,0,0,0,2,2,1,2,2,1
13474,LOC101888218,11,8,9,10,11,11,14,13,13,19,16,16
13475,LOC101888037,39,31,30,31,34,35,118,115,113,115,116,131
13476,LOC101887867,5,3,5,4,5,5,6,6,6,6,5,7
13477,LOC101887705,1282,1574,1447,1378,1378,1323,1306,1444,1385,1580,1348,1537
13478,LOC105262358,0,0,0,0,0,0,0,0,0,0,0,0
13479,LOC101887534,10,10,12,11,11,9,8,10,8,11,8,11
13480,LOC101893046,0,0,0,0,0,0,3,4,3,5,3,6
13481,LOC101887364,11,9,12,9,10,13,5,5,4,5,6,5
13482,LOC101901384,4,1,2,3,3,1,3,3,3,2,3,4
13483,LOC109614078,0,0,0,0,0,0,0,0,0,0,0,0
13484,LOC105262357,4,1,2,3,3,2,3,4,4,4,5,4
13485,LOC101893225,0,0,0,0,1,0,10,12,8,8,13,9
13486,LOC101891844,8,5,7,6,8,7,9,8,7,11,10,10
13487,LOC101892016,25,21,23,21,25,24,23,18,21,31,23,23
13488,LOC101893387,0,0,0,0,0,0,0,0,0,0,0,0
13489,LOC101893551,1,0,0,0,0,0,1,1,1,1,1,1
13490,LOC101893723,8,2,4,5,9,5,63,57,55,70,72,53
13491,LOC109614085,5,6,6,7,11,8,10,6,7,9,8,7
13492,LOC101894461,20,13,18,22,27,22,52,46,50,58,61,53
13493,LOC101897834,0,0,0,0,0,0,1,1,1,1,1,1
13494,LOC101894949,2,2,2,3,4,3,13,12,11,14,16,14
13495,LOC101895222,0,0,0,0,0,0,0,0,0,0,0,0
13496,LOC101895396,0,1,0,1,0,0,0,0,0,0,0,0
13497,LOC101895576,10,9,8,9,8,7,78,62,58,81,73,70
13498,LOC101897994,1,1,1,1,1,1,2,3,2,2,2,3
13499,LOC101898167,3,2,2,3,3,2,5,4,4,5,5,5
13500,LOC101898343,1,0,0,1,3,0,4,6,5,6,8,6
13501,LOC101898520,38,31,33,44,43,39,61,68,60,84,90,85
13502,LOC101895752,15,11,15,14,15,16,20,19,16,24,21,21
13503,LOC101896256,1,0,1,2,1,0,33,30,32,41,40,40
13504,LOC101896549,30,23,25,24,28,25,24,20,19,28,28,24
13505,LOC101897659,14,8,11,14,11,13,82,52,38,46,53,46
13506,LOC101898691,0,0,0,0,0,0,0,0,0,0,0,0
13507,LOC101898856,11,4,8,9,8,8,16,14,8,14,11,12
13508,LOC101899036,3,1,10,2,5,5,2,5,6,4,6,7
13509,LOC101899206,2,1,2,2,2,3,4,3,2,2,5,3
13510,LOC101899720,0,0,0,0,0,0,1,1,1,1,1,1
13511,LOC101900115,151,142,143,143,162,147,77,66,62,77,71,73
13512,LOC101900287,2,1,2,1,1,2,3,4,3,4,3,3
13513,LOC101900450,5,4,4,4,5,4,5,9,6,9,7,7
13514,LOC101900987,7,7,6,7,7,6,8,8,6,10,8,10
13515,LOC105262362,1,1,0,0,0,0,0,0,0,0,0,0
13516,LOC101901330,18,16,20,16,21,22,12,9,9,11,11,13
13517,LOC101901495,11,10,12,9,12,14,13,17,14,16,13,19
13518,LOC101901657,58,46,48,36,60,57,105,88,74,92,99,104
13519,LOC101901824,171,144,92,83,186,157,187,182,158,138,180,193
13520,LOC101887365,9,6,7,6,8,9,8,6,6,8,8,8
13521,LOC101888219,22,22,22,19,23,21,184,101,132,121,105,146
13522,LOC101888386,47,33,36,20,31,37,30,33,22,20,25,33
13523,LOC101888913,1,1,1,1,2,1,2,2,1,2,2,2
13524,LOC101888555,0,0,0,0,0,0,0,0,0,0,0,0
13525,LOC101888733,0,0,0,0,0,0,1,1,1,1,1,1
13526,LOC109614089,0,0,0,0,0,0,29,32,33,29,24,36
13527,LOC101889270,0,0,0,0,0,0,0,0,0,0,0,0
13528,LOC101889444,0,0,0,0,0,0,1,1,2,1,2,1
13529,LOC101889611,0,0,0,0,0,0,2,1,1,1,1,0
13530,LOC101889780,0,0,0,0,0,0,0,0,0,0,0,0
13531,LOC101891204,6,4,5,5,7,6,5,4,5,5,4,4
13532,LOC101891033,23,26,27,20,23,22,27,36,29,32,23,29
13533,LOC101891376,2,1,2,2,1,2,3,3,2,3,2,3
13534,LOC101891553,5,2,3,3,4,4,5,4,4,5,5,4
13535,LOC101892759,1,1,1,2,1,1,2,2,2,2,2,2
13536,LOC101891728,25,18,24,20,23,24,16,16,16,18,18,16
13537,LOC101892933,2,1,1,1,2,2,3,1,1,2,2,2
13538,LOC101891899,66,49,53,56,61,57,70,59,55,73,78,67
13539,LOC101892588,16,10,17,15,18,18,21,20,22,22,23,22
13540,LOC101892419,106,81,113,94,124,124,107,109,116,161,137,144
13541,LOC101893110,0,0,0,0,0,0,0,0,0,0,0,0
13542,LOC101893452,3,1,2,2,2,3,7,5,6,9,7,6
13543,LOC101894126,9,9,9,10,10,8,2,3,3,4,4,4
13544,LOC101894297,8,6,7,7,8,7,13,9,7,11,12,13
13545,LOC101894462,2,3,3,2,3,3,3,4,4,4,4,5
13546,LOC101893831,151,178,160,153,172,169,801,792,646,752,766,862
13547,LOC101894626,8,7,6,8,7,11,6,3,4,9,5,5
13548,LOC105262367,2,1,1,2,2,3,3,2,2,3,3,3
13549,LOC105262368,0,0,0,0,0,0,0,0,0,1,0,0
13550,LOC101894950,0,0,0,0,0,0,0,0,0,0,0,0
13551,LOC101895109,1,1,0,1,2,1,36,35,29,22,46,36
13552,LOC105262369,0,0,0,0,0,0,0,0,0,0,0,0
13553,LOC101895281,0,0,0,1,1,1,2,1,1,2,3,2
13554,LOC101895450,3,1,0,0,0,0,3,0,0,0,1,0
13555,LOC101895803,37,56,55,48,49,37,5,4,6,6,7,5
13556,LOC101895978,0,0,0,1,1,0,11,3,7,4,15,16
13557,LOC101896139,1,0,1,0,0,1,8,6,6,8,7,7
13558,LOC101896310,8,6,7,9,11,7,44,45,34,43,48,48
13559,LOC105262372,7,5,5,7,5,6,10,8,7,10,8,8
13560,LOC101896961,0,0,0,0,0,0,0,0,0,0,0,0
13561,LOC101897535,3,3,5,3,4,3,5,5,4,5,5,5
13562,LOC101897939,1,0,1,0,1,2,4,3,4,3,5,6
13563,LOC101898106,6,4,5,5,6,5,5,4,4,5,5,5
13564,LOC105262373,0,0,1,1,0,1,0,0,0,0,3,0
13565,LOC101898284,1,0,0,1,1,0,1,2,1,1,2,1
13566,LOC105262376,0,0,0,0,0,0,1,0,1,1,1,0
13567,LOC101898626,0,0,0,0,0,0,0,0,0,0,0,0
13568,LOC105262377,0,0,0,0,0,0,0,0,1,0,0,0
13569,LOC109614107,0,0,0,0,0,0,0,0,0,0,0,0
13570,LOC109614106,0,0,0,0,0,0,0,0,0,0,0,0
13571,LOC101898803,0,0,0,0,0,0,0,0,0,0,0,0
13572,LOC101899152,16,12,14,13,14,15,16,16,16,21,20,20
13573,LOC101899828,0,0,0,0,0,0,0,0,0,0,0,0
13574,LOC101899997,34,30,28,33,40,38,106,83,80,64,94,101
13575,LOC101900171,0,0,0,0,0,0,1,1,1,3,2,2
13576,LOC101900348,0,0,0,1,1,0,3,2,1,1,2,0
13577,LOC101900518,0,0,0,0,0,0,1,1,1,1,0,1
13578,LOC101900696,0,0,0,0,0,0,0,0,0,0,0,0
13579,LOC101900875,0,0,0,0,0,0,1,0,0,0,0,0
13580,LOC101901051,1,1,1,2,2,1,3,2,2,3,3,3
13581,LOC101901222,22,18,23,16,22,22,3,3,3,4,4,5
13582,LOC101901549,19,15,17,17,18,19,22,19,21,26,26,23
13583,LOC101901385,7,6,7,8,7,7,13,11,11,15,15,16
13584,LOC101901721,2,1,2,2,2,2,3,3,4,4,3,4
13585,LOC101887255,3,3,3,4,4,4,5,5,5,6,5,6
13586,LOC101887427,6,4,3,3,4,4,27,21,27,22,31,30
13587,LOC101887603,1,0,1,0,1,1,0,1,1,1,0,1
13588,LOC101887766,0,4,1,0,0,1,0,0,0,0,0,0
13589,LOC101887928,0,1,0,0,1,0,1,0,0,1,0,0
13590,LOC101888220,0,0,0,0,0,0,0,0,0,0,0,0
13591,LOC101888387,0,0,0,0,0,0,0,0,0,0,0,0
13592,LOC101888734,0,0,0,0,0,0,23,34,21,34,24,25
13593,LOC101888914,0,0,0,0,0,0,0,0,0,0,0,0
13594,LOC101889094,11,8,11,9,10,10,10,10,10,10,11,11
13595,LOC101889557,21,16,28,22,34,15,12023,11189,8942,10180,11030,12225
13596,LOC105262380,0,0,0,0,0,0,1,1,1,2,1,2
13597,LOC101890061,112,101,112,96,124,114,748,762,541,669,741,752
13598,LOC101889723,3,3,2,3,3,3,4,4,3,5,4,4
13599,LOC101889893,82,47,70,65,47,69,9,21,7,12,17,8
13600,LOC101890218,3,2,3,3,3,3,5,5,4,6,5,6
13601,LOC101890560,5,4,6,6,6,6,9,9,8,11,10,11
13602,LOC105262382,85,36,40,48,70,66,17,9,10,10,10,8
13603,LOC101890731,28,28,28,34,26,27,29,30,24,38,32,32
13604,LOC101890907,14,18,17,14,19,15,26,26,22,30,24,27
13605,LOC101891083,8,8,8,8,9,8,11,11,10,12,10,10
13606,LOC101891255,6,4,5,5,6,5,8,9,8,11,10,11
13607,LOC101891554,0,0,0,0,0,0,0,0,0,0,0,0
13608,LOC101891729,3,2,3,3,3,3,5,5,6,6,5,5
13609,LOC101892074,4,3,5,3,4,4,14,10,12,10,12,13
13610,LOC101892248,7,5,5,7,8,6,32,27,24,33,33,28
13611,LOC101892420,4,4,4,4,5,5,4,4,5,7,6,5
13612,LOC101892589,0,0,0,0,0,0,0,0,0,0,0,0
13613,LOC101892760,0,0,0,0,0,0,0,0,0,0,0,0
13614,LOC101891900,4,3,5,3,10,8,2,3,3,3,4,4
13615,LOC109614115,1,0,1,0,1,1,1,1,1,1,1,1
13616,LOC101893111,848,59,1382,689,244,598,186,320,4,140,399,139
13617,LOC101893283,1050,65,1717,1090,298,839,368,481,0,230,418,256
13618,LOC101893552,0,0,0,0,0,1,0,0,0,0,0,0
13619,LOC109614118,0,0,0,0,0,0,0,0,0,0,0,0
13620,LOC101894006,5,3,4,5,5,5,4,3,3,4,5,5
13621,LOC101894182,0,0,0,0,0,0,0,1,0,1,1,0
13622,LOC105262385,2,1,1,1,2,1,1,1,1,0,2,1
13623,LOC101894355,0,0,0,0,0,0,0,0,0,0,0,0
13624,LOC105262386,0,0,0,0,0,0,0,0,0,0,0,0
13625,LOC105262387,0,0,0,0,0,0,1,1,1,2,1,1
13626,LOC105262389,0,0,0,0,0,0,0,0,1,1,1,0
13627,LOC101894514,67,61,79,54,73,81,68,77,67,70,63,82
13628,LOC101894676,0,0,0,0,0,0,0,0,1,1,0,0
13629,LOC101894835,13,9,19,13,13,13,9,10,19,12,9,12
13630,LOC101895002,0,2,1,0,0,1,0,1,0,0,0,0
13631,LOC101895166,1,1,4,2,2,1,0,0,0,1,0,0
13632,LOC101895338,6,2,7,5,8,8,1,1,1,1,2,1
13633,LOC101895509,4,2,4,4,5,4,13,11,12,13,14,14
13634,LOC101895688,0,0,0,0,0,0,0,0,0,0,0,0
13635,LOC101895863,0,0,0,0,0,0,0,0,0,0,0,0
13636,LOC101896035,0,0,0,0,0,0,0,0,0,0,0,0
13637,LOC101896196,59,61,52,46,60,46,94,86,73,79,88,98
13638,LOC101896487,2,0,3,1,1,2,2,1,2,1,1,3
13639,LOC101896666,0,0,0,0,1,0,12,13,11,13,13,15
13640,LOC101896846,0,0,0,0,0,0,0,0,0,0,0,0
13641,LOC109614121,4,1,3,4,2,2,4,4,4,4,2,3
13642,LOC101897018,1,0,0,1,0,1,0,0,1,1,1,0
13643,LOC101897194,24,9,10,10,7,14,16,19,16,28,24,20
13644,LOC101897373,43,20,19,16,16,34,12,19,8,18,9,12
13645,LOC101897488,197,27,76,42,72,73,12,9,14,2,24,20
13646,LOC101897660,7,2,2,2,1,0,4,17,2,14,9,4
13647,LOC101887706,0,0,0,0,0,0,0,0,0,0,0,0
13648,LOC105262391,0,0,0,1,0,0,0,0,1,0,1,0
13649,LOC105262393,202,103,159,292,79,240,176,163,245,172,218,99
13650,LOC101887868,0,0,0,0,0,0,0,0,0,0,0,0
13651,LOC105262394,2,0,2,2,2,1,1,1,1,1,1,1
13652,LOC101898344,3,2,2,3,3,3,6,6,5,7,6,6
13653,LOC101898521,49,57,42,63,47,44,99,91,92,74,104,94
13654,LOC101898692,1,1,1,1,1,1,2,2,1,2,2,2
13655,LOC101888038,0,0,0,1,1,1,1,1,1,1,1,1
13656,LOC101901825,2,1,2,2,2,1,3,2,2,3,3,4
13657,LOC101898857,7,6,9,5,7,7,10,11,10,11,8,13
13658,LOC101887366,3,3,2,3,3,3,4,4,3,5,4,4
13659,LOC101888221,0,0,0,0,0,0,2,3,2,2,3,2
13660,LOC101899037,8,5,7,7,7,7,13,11,14,10,11,15
13661,LOC101899207,5,5,5,6,5,5,8,7,5,9,8,8
13662,LOC101899388,56,71,51,62,58,60,65,59,50,63,67,64
13663,LOC101899769,1,0,1,1,1,1,5,4,4,4,4,4
13664,LOC101899942,0,0,0,0,0,0,3,3,1,2,3,1
13665,LOC101900116,32,3,34,33,9,31,10,15,0,6,13,3
13666,LOC101888388,89,70,115,35,40,60,0,1,0,0,1,1
13667,LOC101900288,15,2,1,2,5,3,0,0,0,0,0,0
13668,LOC109614125,633,410,78,380,352,349,20,23,6,50,6,17
13669,LOC101888556,35,27,24,20,25,23,0,0,0,1,0,0
13670,LOC101900451,14,11,8,11,17,12,107,111,94,124,128,116
13671,LOC101901279,3,2,3,3,2,3,6,5,5,7,6,6
13672,LOC101887535,0,0,0,0,0,0,0,0,0,0,0,0
13673,LOC101901112,14,13,9,12,10,13,37,47,24,40,38,36
13674,LOC101900934,1083,796,556,1049,797,984,5720,5003,4113,6027,5406,6105
13675,LOC101900629,4,4,2,4,2,1,161,110,46,215,51,79
13676,LOC101901658,0,0,0,0,0,0,0,0,0,0,0,0
13677,LOC101888735,0,0,0,0,0,0,0,0,0,0,0,0
13678,LOC109614127,0,0,1,0,0,0,0,0,0,0,0,0
13679,LOC101888915,0,0,0,0,0,0,0,0,0,0,0,0
13680,LOC101889095,164,148,201,150,223,158,758,771,697,866,765,870
13681,LOC101889612,0,0,0,0,0,0,1,2,1,3,1,2
13682,LOC101889272,11,8,9,10,11,11,15,15,13,16,16,15
13683,LOC101889781,8,5,7,9,9,7,9,9,10,13,10,10
13684,LOC105262397,0,0,0,0,0,0,0,0,0,0,1,0
13685,LOC101889445,799,911,710,796,899,735,5165,5122,3279,5072,4651,4853
13686,LOC105262398,3,0,3,2,2,1,1,1,1,1,3,2
13687,LOC101890117,10,8,9,10,9,10,9,8,7,10,9,10
13688,LOC105262399,2,1,1,1,1,1,1,1,1,1,1,1
13689,LOC101890908,0,0,0,0,0,0,6,4,5,5,5,5
13690,LOC101890393,0,0,0,0,4,0,28,65,30,50,30,58
13691,LOC101891084,0,0,0,0,0,0,0,0,0,0,0,0
13692,LOC101890561,0,0,0,0,0,0,1,2,3,1,0,1
13693,LOC101890732,2,1,1,1,1,1,2,1,2,3,2,2
13694,LOC101891256,0,0,0,0,0,0,0,0,0,0,0,0
13695,LOC101891430,0,0,0,0,0,0,0,0,0,0,0,0
13696,LOC101891610,0,0,0,0,0,0,0,0,1,1,1,0
13697,LOC101891780,2,1,2,1,2,1,17,14,12,9,19,14
13698,LOC105262401,0,0,0,0,0,0,0,0,1,0,0,0
13699,LOC101892125,9,7,8,5,9,8,8,6,7,7,7,8
13700,LOC101891952,0,0,0,0,0,0,43,30,44,73,57,50
13701,LOC101892296,1,1,1,1,1,1,1,1,0,1,1,1
13702,LOC101892465,32,34,37,31,28,52,8,6,0,5,9,1
13703,LOC105262404,0,0,0,0,0,1,0,0,0,1,0,0
13704,LOC101892639,29863,4222,37690,29315,14156,23744,5056,11660,173,6820,11074,5487
13705,LOC101892817,15,2,27,10,9,16,4,3,0,3,7,5
13706,LOC101892987,3,0,0,3,5,0,0,0,0,1,0,3
13707,LOC101893168,1,1,0,1,1,1,1,1,1,1,1,2
13708,LOC101893329,0,0,0,0,0,0,0,0,0,0,0,0
13709,LOC101893502,4,3,4,4,6,4,29,29,29,42,30,38
13710,LOC109614129,4,3,2,5,7,5,5,6,4,8,9,7
13711,LOC101893889,0,0,0,0,0,0,0,0,0,0,0,0
13712,LOC101894062,0,0,0,0,0,0,0,0,0,0,0,0
13713,LOC101894235,0,0,0,0,0,0,3,3,5,3,4,5
13714,LOC101894627,0,0,0,0,0,0,0,0,0,0,0,1
13715,LOC101894783,1,2,1,1,2,3,40,42,30,39,44,43
13716,LOC101894951,0,0,0,0,0,0,7,5,5,9,9,8
13717,LOC101895110,11,6,9,8,9,9,11,10,10,13,13,12
13718,LOC109614135,1,1,1,2,1,1,2,2,1,3,2,2
13719,LOC101895282,5,4,4,5,6,6,6,6,5,7,7,6
13720,LOC101895451,2,2,2,2,2,1,2,3,3,3,2,1
13721,LOC101895630,18,14,17,18,20,17,10,9,9,11,12,10
13722,LOC101896257,0,0,0,0,0,0,0,0,0,0,0,0
13723,LOC101895804,0,0,0,0,0,0,0,1,0,0,1,1
13724,LOC101896426,0,0,0,0,0,0,0,0,0,0,0,0
13725,LOC101896607,0,0,0,0,0,0,0,0,0,0,0,0
13726,LOC101896790,0,0,0,0,0,0,0,0,0,0,0,0
13727,LOC101896962,0,0,0,0,0,0,0,0,0,0,0,0
13728,LOC101895979,0,0,0,0,0,0,0,0,0,0,0,0
13729,LOC101897137,0,0,0,0,0,0,0,0,0,0,0,0
