"","gene","pvalue","padj","logFC"
"1","LOC101893504",0.109794615413124,0.945372649933715,-3.52908697375095
"2","LOC101887261",0.0649383032073302,0.879320322075655,-0.297721154307217
"3","LOC101887540",0.742022528670031,0.998847553168373,0.102889798933081
"4","LOC101887709",0.19452578922825,0.998847553168373,-0.577977998924996
"5","LOC101887872",0.0499125498180166,0.80858330705187,-1.38351421126307
"6","LOC101888043",0.0462329101101115,0.794189787178839,-1.04882665319394
"7","LOC105261620",0.180418174148527,0.998847553168373,0.234615769270156
"8","LOC101888225",0.622219982791138,0.998847553168373,0.0813365480746558
"9","LOC105261775",0.591636284040097,0.998847553168373,-0.149827356752291
"10","LOC101888392",0.384694040179202,0.998847553168373,-0.100776132008953
"11","LOC101888800",0.30430679465386,0.998847553168373,0.146451461687441
"12","LOC101889098",0.190449294298816,0.998847553168373,-0.171530235553032
"13","LOC101889449",0.379422559162076,0.998847553168373,-0.121713571962036
"14","LOC101889275",0.862907256384588,0.998847553168373,-0.0616338161514178
"15","LOC101889730",0.423427656540889,0.998847553168373,0.146074596629129
"16","LOC101889900",0.921936908324331,0.998847553168373,0.023628991024404
"17","LOC101893836",0.592104829906844,0.998847553168373,-0.239774638837047
"18","LOC101894009",0.244434714453302,0.998847553168373,0.243130190595588
"19","LOC101890067",0.19125626280845,0.998847553168373,0.387296696188395
"20","LOC101894185",0.0184889272034759,0.619239797787056,0.597475559590985
"21","LOC101890226",0.238165264230701,0.998847553168373,-0.577105785287487
"22","LOC101890517",0.00245980508266331,0.270817375120407,0.589319107848392
"23","LOC101890689",0.94710711060241,0.998847553168373,0.0190217101329172
"24","LOC101890862",0.0362225932870044,0.763092350598842,-1.03333567301272
"25","LOC101891383",0.35094339513391,0.998847553168373,0.21019066863228
"26","LOC101891561",0.417790346431842,0.998847553168373,0.16747452520929
"27","LOC101892023",0.957769015201106,0.998847553168373,0.0133292061201583
"28","LOC101891733",0.688230083322457,0.998847553168373,-0.0475845583201469
"29","LOCNULL",0.394903623896142,0.998847553168373,-0.103800210112913
"30","LOC101892196",0.498291171125329,0.998847553168373,0.124940283777033
"31","LOC101892705",0.140857402186084,0.981571336497357,0.269743396497207
"32","LOC101893170",0.30061088925861,0.998847553168373,0.162743903499933
"33","LOC101892991",0.0810927496086589,0.926155024363123,-0.234658698138556
"34","LOC101896906",0.534698377110661,0.998847553168373,0.134010702990158
"35","LOC101897077",0.400908590135706,0.998847553168373,0.18422470069215
"36","LOC101897256",0.300242549412211,0.998847553168373,0.163316328956622
"37","LOC101897663",0.647620417945772,0.998847553168373,0.0720830049837329
"38","LOC101897944",0.97276608096134,0.998847553168373,-0.00572356480751283
"39","LOC101893618",0.0406189917052219,0.772851285129558,-2.6338558762822
"40","LOC101898111",0.120913522993916,0.962540257690588,0.196450638885061
"41","LOC101898806",0.152618115209772,0.984549878693341,0.356161368098991
"42","LOC101898981",0.971145250730023,0.998847553168373,0.00559664592612718
"43","LOC101899611",0.484971084210389,0.998847553168373,0.109993001142108
"44","LOC101899776",0.582833073371365,0.998847553168373,0.11349121320428
"45","LOC101899949",0.424188538258405,0.998847553168373,0.185206511109747
"46","LOC101900121",0.192796512480223,0.998847553168373,0.307534397320813
"47","LOC101900293",0.360226756988571,0.998847553168373,-0.203166555200983
"48","LOC101893958",0.882919267611959,0.998847553168373,-0.0746574848478497
"49","LOC101900457",0.91244243295402,0.998847553168373,-0.0145199507560565
"50","LOC101894131",0.480676937384973,0.998847553168373,0.306848667607781
"51","LOC101900764",0.350633597761175,0.998847553168373,-0.234059154523477
"52","LOC101900941",0.36603124785162,0.998847553168373,0.120999314077263
"53","LOC101894467",0.916807265884019,0.998847553168373,-0.0184696980114717
"54","LOC101901120",0.538359762202982,0.998847553168373,0.362076017749252
"55","LOC101901286",0.515849655503186,0.998847553168373,0.113420828073429
"56","LOC101901446",0.23310228309297,0.998847553168373,-0.149426788330095
"57","LOC101901726",0.412911233244566,0.998847553168373,-0.181034139731499
"58","LOC101887262",0.80806229194745,0.998847553168373,-0.0412353942330651
"59","LOC101894788",0.684039618543118,0.998847553168373,-0.0744287275794794
"60","LOC101894955",0.550825194627353,0.998847553168373,0.452176977451538
"61","LOC101887825",0.576690308982212,0.998847553168373,-0.14185105464364
"62","LOC101887655",0.451793394571968,0.998847553168373,-0.21746872954036
"63","LOC101895115",0.67794992170351,0.998847553168373,-0.0785335140498136
"64","LOC101888226",0.889090046239191,0.998847553168373,-0.0291356791914986
"65","LOC101895809",0.0805626264514008,0.926155024363123,-0.376106259029693
"66","LOC101888393",0.0161661421803294,0.593208254515246,-0.607238106040433
"67","LOC101888560",0.435662071777515,0.998847553168373,0.0973580945137831
"68","LOC101895984",0.393231959692309,0.998847553168373,-0.773294640475791
"69","LOC101888739",0.00515108687290261,0.365083282116972,0.477780757564422
"70","LOC101889276",0.95471738818992,0.998847553168373,-0.00836174557890968
"71","LOC101889099",0.421686174607351,0.998847553168373,0.113819443048314
"72","LOC101888918",0.15023149198037,0.984549878693341,-0.723862496976491
"73","LOC101889450",0.442142223197723,0.998847553168373,0.253656841708196
"74","LOC101889731",0.142567165270881,0.981571336497357,-0.262239228205593
"75","LOC101890121",0.00954032149645714,0.478067102453296,-0.452597274867754
"76","LOC101896144",0.915997591013558,0.998847553168373,-0.0251282806164772
"77","LOC109613535",0.0828769839468338,0.926155024363123,2.56776498276865
"78","LOC101896492",0.638016150815772,0.998847553168373,0.621329565134154
"79","LOC101896672",0.360735157072912,0.998847553168373,-3.09381432282555
"80","LOC101890738",0.355757354577243,0.998847553168373,0.176815841570946
"81","LOC101890912",0.423958934546912,0.998847553168373,-0.185351540135071
"82","LOC101891088",0.254563846875523,0.998847553168373,0.175737106417229
"83","LOC101896852",0.769888404476451,0.998847553168373,-0.0845102212986018
"84","LOC101891384",0.228833345401079,0.998847553168373,-0.342665641392095
"85","LOC101897381",0.823687619913119,0.998847553168373,0.150478315166065
"86","LOC101892024",0.390157469919564,0.998847553168373,0.167661908301064
"87","LOC101892197",0.170321581212146,0.998847553168373,-0.339116734940381
"88","LOC101892364",0.431899070067286,0.998847553168373,-0.366957467702457
"89","LOC101897544",0.0511131120558968,0.812812606421151,-3.54026947540119
"90","LOC101892532",0.474402067299175,0.998847553168373,-0.0763306024754556
"91","LOC105262178",0.715848791803919,0.998847553168373,0.266773282391231
"92","LOC101892706",0.717730622005579,0.998847553168373,-0.211643335886476
"93","LOC101892992",0.948246478962156,0.998847553168373,0.0106908655706371
"94","LOC101893290",0.307053316165816,0.998847553168373,0.42866828919672
"95","LOC101899506",0.365249665374149,0.998847553168373,-0.264420164233152
"96","LOC101897717",0.0643275089520678,0.877826656457821,-0.339035540977236
"97","LOC101897886",0.288491921483471,0.998847553168373,0.231163175864777
"98","LOC101899661",0.180394988033176,0.998847553168373,0.384681685080827
"99","LOC101898053",0.640611403281849,0.998847553168373,-0.0742407782709442
"100","LOC101898232",0.561572409655486,0.998847553168373,0.0811342329100161
