"","gene","pvalue","padj","logFC"
"1","LOC101893504",0.757155343607328,0.998881598039098,-0.294905718807102
"2","LOC101887261",0.610645852517458,0.998881598039098,-0.0658562658201747
"3","LOC101887540",0.37563188688457,0.998881598039098,0.784042797785879
"4","LOC101887709",0.0767743522041785,0.998881598039098,1.38877374372911
"5","LOC101887872",0.100482605569964,0.998881598039098,2.36747640893094
"6","LOC105261620",0.161507733001834,0.998881598039098,2.06242728013377
"7","LOC101888225",0.337676851543189,0.998881598039098,1.56339130463813
"8","LOC105261733",0.36933486591773,0.998881598039098,-0.546315845751792
"9","LOC101888392",0.34288460131882,0.998881598039098,-0.149785759048447
"10","LOC101888800",0.774951385075473,0.998881598039098,0.0537605228752598
"11","LOC101889098",0.746142904152223,0.998881598039098,-0.0627563236729031
"12","LOC101889449",0.832347335191192,0.998881598039098,-0.0488388367443627
"13","LOC101889275",0.0552734141086491,0.998881598039098,-0.368913854722782
"14","LOC101889730",0.67924396182073,0.998881598039098,-0.0750003377677959
"15","LOC101889900",0.474200232487135,0.998881598039098,0.242028487586104
"16","LOC101893671",NA,NA,2.382320470895
"17","LOC101893836",0.311290178370989,0.998881598039098,0.536029112660857
"18","LOC101894009",0.825566413709519,0.998881598039098,0.0476855714639411
"19","LOC101890067",0.801798609693526,0.998881598039098,0.0568018693965858
"20","LOC101894185",0.265017385365569,0.998881598039098,0.400331601766723
"21","LOC101890226",0.19680169343795,0.998881598039098,0.418430713727099
"22","LOC101890517",0.197166277793659,0.998881598039098,0.600063485206034
"23","LOC101890689",0.55781358555259,0.998881598039098,0.183979084982336
"24","LOC101890862",0.320287060842513,0.998881598039098,-0.160756825735821
"25","LOC101891383",0.487423752760961,0.998881598039098,-0.1412257016494
"26","LOC101891561",0.660384173197642,0.998881598039098,0.102174446422465
"27","LOC101892023",0.881698435855143,0.998881598039098,0.0245884030648917
"28","LOC101891733",0.190569135630472,0.998881598039098,-0.242502562361162
